bike_id,lat,lon,is_reserved,is_disabled,vehicle_type_id
02e1799c-f24c-479e-93cb-4c1e75f401a7,43.558351,3.963412,False,False,14
c437419c-6759-4253-8440-ea6ab9584247,43.630437,3.869539,False,False,14
8f8a52df-432c-4397-92c9-50265cf98967,43.63543,3.871179,False,False,14
241da946-203d-4c4f-b049-2b1155731107,43.616698,3.884981,False,False,14
9b185107-afae-47e2-9fce-53fe710815ce,43.613989,3.8816,False,False,14
7f9d365b-5de7-417c-ba89-d198ec0740a4,43.630437,3.869539,False,False,14
e373c30f-f928-4657-87e3-5d16c0d13f75,43.599817,3.875757,False,False,14
473ced25-0d21-4212-a62c-5243391d9ce3,43.614005,3.873218,False,False,14
fda1d63e-e1bf-406b-a374-3425333731b3,43.608148,3.878778,False,False,14
965e950c-8615-41af-9167-1c4c0c6b4d7f,43.605366,3.881346,False,False,14
deeb4ebb-cc2e-4112-bc99-10c24dc3a4ca,43.616698,3.884981,False,False,14
923792cb-6e0c-4bfc-a69e-0da00ce28287,43.558351,3.963412,False,False,14
a2839d75-f01d-4b02-9443-fdfe8db2d6c5,43.607106,3.870693,False,False,14
c829410f-d7ba-430f-a4f0-4e86bc0bb200,43.605366,3.881346,False,False,14
c53eba8f-98f6-45c4-8505-950c7b0d4e40,43.608996,3.872752,False,False,14
dfa9c924-31a1-4380-8752-50f201e81218,43.608218,3.89314,False,False,14
22e46e95-749d-4d2b-b5c1-a5d823e8525a,43.621983,3.855603,False,False,14
65be6f15-d779-4a5d-8a01-c4dd581f169e,43.607942,3.890634,False,False,14
140ca68b-0bbf-44d4-8c33-a1db9144501c,43.621983,3.855603,False,False,14
7fd939a2-1360-405f-87b5-635d3be5e11d,43.606036,3.882393,False,False,14
6295d732-47c7-40e2-b9b2-e368db742be3,43.60032,3.89851,False,False,14
c4dfe741-6c40-4c34-b750-0011a81c691f,43.558351,3.963412,False,False,14
38ed01cf-bc23-4200-8f6f-5bcbbf521fb2,43.616742,3.87998,False,False,14
f6cf45ec-a0cf-49c9-a492-c147657831e1,43.59562,3.9235,False,False,14
97e15f56-be9a-487f-9733-e5f7644052b3,43.616698,3.884981,False,False,14
6851a841-b84c-4f26-9faa-e5843cce0f1d,43.599652,3.881954,False,False,14
58fd4c55-1950-4823-b7e0-b02032b53ae9,43.558351,3.963412,False,False,14
fa155d1a-fc61-4c9f-b67c-2956fb341e5e,43.612659,3.867734,False,False,14
15e5cb82-9f2b-4fae-be24-2052bde287e0,43.622038,3.86672,False,False,14
d9813e67-87ad-42a7-9f9d-65c225c1fa12,43.619871,3.873812,False,False,14
7406f9a8-a145-42bf-8662-e57a0c03dee5,43.584211,3.860031,False,False,14
cad20da1-74d8-4ec2-9758-948601606438,43.608218,3.89314,False,False,14
0750a62e-9a1e-4d53-81e0-f065935ea2af,43.606036,3.882393,False,False,14
34ab5a2c-a7dc-4d83-a759-f0f5d978002f,43.558351,3.963412,False,False,14
e6a9643f-06b8-4966-921c-66cd61682d7f,43.616812,3.855075,False,False,14
9a9839bf-2f85-45be-a154-e3c2e133bb11,43.608218,3.89314,False,False,14
289d310e-7654-40ba-810b-a6681ba11fab,43.599817,3.875757,False,False,14
143c1d05-139c-4411-a0cf-bc046aa0e9c7,43.613989,3.8816,False,False,14
e3b0a940-71a7-4720-8645-2e743c94ebca,43.590757,3.890616,False,False,14
4e2f01fa-5eb6-4852-9bc9-71f541769dd7,43.631318,3.861299,False,False,14
15a47595-783a-4ae4-9b76-84d438948399,43.558351,3.963412,False,False,14
8d8d08dd-72b0-4930-9792-6550cd921626,43.630437,3.869539,False,False,14
f6ba8461-9fc3-4dc2-967d-a9670617a332,43.558351,3.963412,False,False,14
3c1aebf4-0395-450a-9248-64cba2b28753,43.614005,3.873218,False,False,14
f55002fc-e5b5-4d86-8835-63ea10fca8fa,43.558351,3.963412,False,False,14
0a53ea57-d752-4a5c-9597-94be54ac8b9e,43.558351,3.963412,False,False,14
ed3db4bd-db1d-4111-bb4e-df26e1e2a999,43.616698,3.884981,False,False,14
e12a9716-e247-4e96-996e-d090b81588b6,43.599652,3.881954,False,False,14
c8d1fce7-620b-40c7-9fb0-0b4d7adc0b0d,43.59048,3.884611,False,False,14
53608e51-8b68-4199-8538-4928632f1848,43.619701,3.883831,False,False,14
5cc8776a-5439-42e9-906e-2b37d7a22eb7,43.616812,3.855075,False,False,14
a7c808e2-4955-48a3-88d6-7bc53e9dbeb0,43.614005,3.873218,False,False,14
68f99a67-106a-48de-bafd-c1f9754edf1f,43.607106,3.870693,False,False,14
5e90cfc6-0ef9-4792-a9ed-e159c2f69271,43.613989,3.8816,False,False,14
de40f32e-ff02-484e-a09a-dec52c37a2db,43.603424,3.899263,False,False,14
f9b365e3-e151-427c-94fc-546c3b569fae,43.614642,3.877648,False,False,14
2b34a8b7-4460-4d95-9c3a-f2d85ab1e94c,43.608148,3.878778,False,False,14
5ba9a814-deb9-4dd2-bb17-18256fba0156,43.558351,3.963412,False,False,14
a774757e-b394-4256-9604-4f39b5c65789,43.558351,3.963412,False,False,14
570ec6fb-cdc1-4058-842a-0a6aa9dc50ad,43.603424,3.899263,False,False,14
c8ba12d6-4c9f-475e-9fe6-baf8b8eec2bd,43.613989,3.8816,False,False,14
58c9e419-72ea-4178-926a-f713b1038386,43.590757,3.890616,False,False,14
fbdb0390-3780-44d6-ac85-a835d1fc68a0,43.616768,3.873375,False,False,14
d70109b5-1a74-4cab-b1d0-105b37468a3b,43.616698,3.884981,False,False,14
516f121e-81de-4184-8cc9-203ed815efce,43.603424,3.899263,False,False,14
5e0cb86c-5de7-4d87-98a8-ea2bde3c11c3,43.607859,3.886644,False,False,14
