station_id,nom,lat,lon,velos_dispo,nb_places_dispo,commune,etat,ville,nb_emprunts,usage_score,cluster
124,Clemenceau Hippodrome,50.6618,3.096235,14,4,Marcq-en-Barœul,EN SERVICE,Lille,6403.0,0.11459507829977629,0
124,Clemenceau Hippodrome,50.6618,3.096235,14,4,Marcq-en-Barœul,EN SERVICE,Lille,1004.0,0.017968680089485458,0
125,Fort de Mons,50.64208,3.119232,3,17,Marcq-en-Barœul,EN SERVICE,Lille,1488.0,0.026630872483221477,0
125,Fort de Mons,50.64208,3.119232,3,17,Marcq-en-Barœul,EN SERVICE,Lille,481.0,0.008608501118568233,0
130,Pont de Bois,50.62435,3.1283,7,23,Villeneuve-d'Ascq,EN SERVICE,Lille,5336.0,0.09549888143176734,0
130,Pont de Bois,50.62435,3.1283,7,23,Villeneuve-d'Ascq,EN SERVICE,Lille,963.0,0.01723489932885906,0
131,V.Ascq Hotel de Ville,50.619602,3.13197,10,15,Villeneuve-d'Ascq,EN SERVICE,Lille,343.0,0.006138702460850112,0
131,V.Ascq Hotel de Ville,50.619602,3.13197,10,15,Villeneuve-d'Ascq,EN SERVICE,Lille,190.0,0.0034004474272930647,0
132,Centre Commercial V2,50.61606,3.132006,7,12,Villeneuve-d'Ascq,EN SERVICE,Lille,1414.0,0.02530648769574944,0
132,Centre Commercial V2,50.61606,3.132006,7,12,Villeneuve-d'Ascq,EN SERVICE,Lille,166.0,0.002970917225950783,0
133,Boulevard de Valmy,50.61915,3.126501,9,9,Villeneuve-d'Ascq,EN SERVICE,Lille,1391.0,0.024894854586129753,0
133,Boulevard de Valmy,50.61915,3.126501,9,9,Villeneuve-d'Ascq,EN SERVICE,Lille,185.0,0.0033109619686800896,0
135,Flers Masquelier,50.63745,3.123145,13,11,Villeneuve-d'Ascq,EN SERVICE,Lille,2170.0,0.03883668903803132,0
