id_local,code_com,coordonneesxy,capacite,capacite_cargo,type_accroche,mobilier,mobilier_complement,acces,gratuit,protection,couverture,date_maj,materiaux,coloris,nom_comm
1181,34172,"[3.8924522367633805,43.60723102728168]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1910,34172,"[3.8693350713803873,43.62891589681215]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1347,34172,"[3.8573451429562304,43.62079482917724]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
709,34172,"[3.8727532881982616,43.6184745012528]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1717,34129,"[3.905065871952516,43.569713584912876]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Lattes
355,34172,"[3.8429423222598262,43.6318661932243]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
263,34337,"[3.8618253460311096,43.53327689120736]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Villeneuve-lès-Maguelone
122,34172,"[3.8905098000000002,43.609231800023146]",11,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2149,34172,"[3.8697068084570057,43.61440451358057]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1190,34172,"[3.8472773887395197,43.621712712537274]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1323,34172,"[3.8702711115404798,43.59717496808065]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
897,34172,"[3.9357096132976697,43.61504558126051]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
536,34172,"[3.8844975999999987,43.60485330002315]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
96,34172,"[3.9004456999999997,43.600605600023165]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
450,34077,"[3.8907675000000004,43.65410550002303]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Clapiers
574,34172,"[3.8818221999999993,43.615804900023114]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
156,34172,"[3.8868070390815808,43.608851004850735]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2394,34172,"[3.8878723332318263,43.59550025693078]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1593,34120,"[3.904064370945339,43.65922506623796]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Jacou
1094,34172,"[3.8649468305408767,43.59890503706613]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2088,34172,"[3.8697821405457082,43.61006944540815]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2043,34077,"[3.8879569594697063,43.654175213027266]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Clapiers
997,34172,"[3.873422110190784,43.60816513722982]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1210,34172,"[3.8725921236030194,43.588088220769194]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1357,34172,"[3.862198386488084,43.602276555310816]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,gris,Montpellier
1107,34172,"[3.866455544185566,43.612016794114915]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
21,34172,"[3.8330880999999994,43.63445690002308]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,marron,Montpellier
158,34172,"[3.886296136059162,43.60844652269392]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
759,34172,"[3.858729362845676,43.61435449652302]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
642,34172,"[3.8824382575503016,43.61718021782507]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1410,34172,"[3.9051972548443667,43.59874001722848]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
686,34249,"[3.9783533,43.73289490002281]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Saint-Drézéry
2209,34172,"[3.8805548254062776,43.618200850250254]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
120,34172,"[3.8910589771370137,43.608194547270486]",21,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1099,34172,"[3.8805537906955805,43.61390902098431]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
925,34172,"[3.9016206868831156,43.597594432616205]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1971,34172,"[3.887106370019309,43.606092495591405]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
766,34172,"[3.8907033,43.60502130002315]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
837,34172,"[3.8841107169127183,43.60170700194589]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2156,34172,"[3.8615560468505583,43.619829216832336]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
408,34172,"[3.833551868225044,43.64325103676958]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1036,34172,"[3.8789460682408428,43.60358883222058]",28,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,INOX,,Montpellier
1262,34129,"[3.9002939,43.56979680002322]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Lattes
893,34172,"[3.845427420201145,43.61238983612282]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
2498,34172,"[3.8208710304077873,43.62474868264158]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2354,34172,"[3.8388351121477173,43.61757673109519]",1,1,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1004,34172,"[3.883018705134035,43.603133571233144]",1,1,CADRE ET ROUE,ARCEAU VELO GRANDE TAILLE,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1673,34172,"[3.860316948806814,43.61245067973961]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,inox,,Montpellier
266,34077,"[3.8877599,43.65715640002302]",3,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,marron,Clapiers
2241,34172,"[3.870232660006223,43.60240721586438]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1434,34172,"[3.908371849999999,43.60061136471274]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
614,34172,"[3.885702217917622,43.59561303511989]",10,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,false,,,,Montpellier
1915,34077,"[3.8729328870357667,43.65403060869961]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Clapiers
410,34172,"[3.86903931568327,43.600342311413335]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,gris,Montpellier
2230,34172,"[3.8695839658439737,43.60211580615214]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1684,34172,"[3.9053751824874117,43.599561847132]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
482,34172,"[3.8922088143124616,43.606163953864]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2561,34057,"[3.90059245987596,43.63265367318728]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
1465,34172,"[3.891723500000001,43.616836401700006]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
1712,34172,"[3.8626566031138636,43.61165538446472]",2,0,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1240,34172,"[3.856901377324166,43.58456662493234]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2563,34217,"[3.862131253964434,43.69380507114001]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Prades-le-Lez
2361,34172,"[3.8358436802281815,43.615397175532806]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1978,34172,"[3.892401409353044,43.60676312726044]",4,,CADRE ET ROUE,RATELIER,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1467,34172,"[3.873885543296832,43.638164510083335]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2555,34057,"[3.8995129715136048,43.63247004415874]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
2556,34057,"[3.899099672330141,43.63235631235003]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
2557,34057,"[3.89885455726985,43.63240666239606]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
740,34123,"[3.800528799999999,43.62082830002311]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Juvignac
1253,34129,"[3.901071699999999,43.57308150002322]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Lattes
502,34172,"[3.893049866782159,43.623352565193194]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1056,34172,"[3.9037471512554043,43.60584797609688]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1630,34172,"[3.9292690611392844,43.612692610398135]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
315,34172,"[3.8783228999999992,43.61264090002314]",8,,CADRE,AUTRE,LISSE VELOS,LIBRE ACCES,,,false,,,,Montpellier
2261,34172,"[3.8875031895161074,43.62102012041823]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
714,34057,"[3.913423662998719,43.651026924263036]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
202,34172,"[3.8653485179305096,43.62734495532764]",11,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
704,34172,"[3.867462547238625,43.622815338277704]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2519,34172,"[3.831728431836606,43.61784449557553]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1194,34172,"[3.8741173724497244,43.617677390973945]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1909,34172,"[3.870335534425252,43.63049509913565]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2331,34172,"[3.851245491129083,43.601084668897386]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
660,34172,"[3.8394344999999994,43.63961030002305]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
834,34172,"[3.8787357142131182,43.601995707242594]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
826,34172,"[3.8795236272343776,43.601063356895175]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
154,34172,"[3.8800431711699344,43.60802135358833]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1449,34172,"[3.8689810995805822,43.595849930094204]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
809,34172,"[3.869613299999999,43.60007340002315]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
357,34172,"[3.8747121999999994,43.61247680002313]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1969,34172,"[3.8957365957202947,43.60710972732516]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
471,34172,"[3.8699185864773678,43.596941986681564]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
314,34172,"[3.872854939579274,43.608830796467736]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
14,34172,"[3.877710405703531,43.61472819466611]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
433,34172,"[3.8712207597911172,43.60388295244354]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
552,34172,"[3.882545256141215,43.60340069047491]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1007,34172,"[3.891429129756744,43.605771975891834]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1039,34172,"[3.90400813218356,43.596754434487934]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1003,34172,"[3.8461036544952827,43.591018897722726]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
550,34172,"[3.881309599999999,43.606535200023146]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
233,34172,"[3.894462999999999,43.59880450002317]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
532,34172,"[3.8635261999999995,43.622970700023096]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
702,34172,"[3.8683169954180254,43.62257581271883]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,true,,INOX,,Montpellier
2273,34172,"[3.871835415455161,43.60338450038072]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1182,34172,"[3.8911554272745352,43.607273480386795]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
124,34172,"[3.8993788,43.60186420002315]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2363,34172,"[3.83781691938004,43.61746973208216]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1879,34172,"[3.8743208400552382,43.61334381794483]",5,0,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
735,34129,"[3.924401899999999,43.58728390002319]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,rouge,Lattes
1516,34172,"[3.8538695206971294,43.58618453342868]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
886,34172,"[3.862817899999999,43.59899420002315]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1259,34129,"[3.898671899999999,43.57298650002321]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Lattes
2293,34172,"[3.8714374356141197,43.6028166786087]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
480,34172,"[3.8992294999999997,43.6210973000231]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
729,34172,"[3.819591250768203,43.63308062536007]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1203,34090,"[3.930682334554301,43.647010269695485]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Le Crès
193,34172,"[3.888410688551156,43.61409630884859]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2253,34172,"[3.8769404225126856,43.613251599051296]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
1303,34270,"[3.8303997570746677,43.58462917172218]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Saint-Jean-de-Védas
181,34172,"[3.8733215000000003,43.60930840002315]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
102,34172,"[3.9001325,43.60208600002316]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
931,34172,"[3.9038123699585574,43.598869670300864]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1553,34172,"[3.8700717467738315,43.61504924768066]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1970,34172,"[3.888868344492143,43.60551041970371]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1679,34172,"[3.866585664149905,43.61098854676247]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,false,,,,Montpellier
1046,34172,"[3.9077216913706083,43.60164639448454]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2538,34057,"[3.9166062423722985,43.619829288815154]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Castelnau-le-Lez
2351,34172,"[3.921212995218178,43.597851127080304]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2352,34172,"[3.8773291475377643,43.61079711496516]",20,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
477,34172,"[3.8938760999999995,43.618703800023106]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
298,34172,"[3.8776777,43.609843100023134]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1600,34172,"[3.875593558783398,43.60731557177616]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1486,34172,"[3.8950112249999744,43.602038763727805]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1954,34172,"[3.814053653246379,43.62555205396788]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1528,34172,"[3.85615594283811,43.61346048635326]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
896,34172,"[3.930495528775917,43.61232306083518]",20,5,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
755,34172,"[3.8794450246807215,43.61568442387576]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1902,34172,"[3.890649166545337,43.607194785241326]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2121,34172,"[3.857963458450351,43.60601408525738]",8,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1432,34172,"[3.907604337499998,43.60187352024203]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1305,34077,"[3.88452826049639,43.66864758986533]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Clapiers
2116,34172,"[3.861492526562179,43.61710811841201]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
804,34057,"[3.9079140574685765,43.632073268410984]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Castelnau-le-Lez
2196,34172,"[3.8760475322455097,43.61641547386985]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
178,34172,"[3.8820205676571105,43.614018684840445]",18,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,,,Montpellier
2101,34172,"[3.864963120424592,43.61188654246319]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
2509,34172,"[3.816201610480164,43.62051891752662]",9,4,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Montpellier
2012,34172,"[3.87626725542687,43.602333475779645]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
1861,34129,"[3.879945642006589,43.56059107808231]",6,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,,,Lattes
813,34172,"[3.882594338747683,43.60222977221008]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1083,34172,"[3.857613353164262,43.615170521387235]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
989,34172,"[3.8352275632413075,43.63513069075649]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
162,34172,"[3.888993504397311,43.60854905499995]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1468,34172,"[3.8640996840766437,43.611959485469455]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1622,34172,"[3.9232182983274626,43.599026065641915]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1358,34202,"[3.763601297904772,43.582872613636546]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,marron,Pignan
1731,34172,"[3.8603331723711,43.631686657246014]",10,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
318,34172,"[3.9024582538977244,43.599760751203924]",4,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2559,34057,"[3.899626731090835,43.632205854314066]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Castelnau-le-Lez
2560,34057,"[3.89957517099468,43.63236045882599]",6,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Castelnau-le-Lez
518,34057,"[3.899051437794832,43.63286246659803]",1,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Castelnau-le-Lez
127,34172,"[3.8885568999999998,43.60379460002316]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
368,34172,"[3.8673812624837223,43.60642926432638]",3,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
2213,34172,"[3.8828699905881203,43.617617500076996]",15,,ROUE,RATELIER,PINCE-ROUE,LIBRE ACCES,,,,,,,Montpellier
1143,34172,"[3.840506254032413,43.59390038258794]",7,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1071,34172,"[3.912592757332044,43.60671311890084]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,,,INOX,,Montpellier
1367,34172,"[3.8524983978872624,43.600478581183]",2,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
267,34172,"[3.8391743959596782,43.617958268750826]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1289,34172,"[3.885062121602918,43.59051891740063]",5,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
849,34172,"[3.8904775560338676,43.6079347619188]",12,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,,,false,,INOX,,Montpellier
1777,34172,"[3.8187681066507504,43.626885118774744]",9,,CADRE ET ROUE,ARCEAU,ARCEAU VELOS,LIBRE ACCES,true,,,,,,Montpellier
