FID,objectid,identifiant_station,nom,adresse,code_insee,commune,etat,type,nb_places_dispo,nb_velos_dispo,etat_connexion,x,y,geom,date_modification
vlille_temps_reel.254,254,254,Sebastopol,Face au 11 place Sébastopol,59599,Tourcoing,EN SERVICE,AVEC TPE,13,5,CONNECTÉ,3.162455,50.71732,POINT (50.71732 3.162455),2026-05-27T10:41:16.197
vlille_temps_reel.255,255,255,Rue de Roubaix,61 Rue de Roubaix,59599,Tourcoing,EN SERVICE,AVEC TPE,10,2,CONNECTÉ,3.165011,50.7134,POINT (50.7134 3.165011),2026-05-27T10:41:16.197
vlille_temps_reel.256,256,256,Pont de Neuville,251 Rue du Pont de Neuville,59599,Tourcoing,EN SERVICE,AVEC TPE,8,4,CONNECTÉ,3.171231,50.73682,POINT (50.73682 3.1712308),2026-05-27T10:41:16.198
vlille_temps_reel.257,257,257,Charles Wattinne,Quai de Bordeaux / 1 rue Victor Hugo,59599,Tourcoing,EN SERVICE,AVEC TPE,10,6,CONNECTÉ,3.156974,50.714035,POINT (50.714035 3.156974),2026-05-27T10:41:16.198
vlille_temps_reel.258,258,258,Carliers,151 Chaussée Galilée,59599,Tourcoing,EN SERVICE,AVEC TPE,10,2,CONNECTÉ,3.159881,50.710735,POINT (50.710735 3.159881),2026-05-27T10:41:16.198
vlille_temps_reel.259,259,259,Mercure,Face au 330 boulevard Gambetta,59599,Tourcoing,EN SERVICE,AVEC TPE,17,1,CONNECTÉ,3.160515,50.704693,POINT (50.704693 3.160515),2026-05-27T10:41:16.198
vlille_temps_reel.260,260,260,Place Roussel,Place Charles et Albert Roussel,59599,Tourcoing,EN SERVICE,AVEC TPE,19,1,CONNECTÉ,3.158104,50.721308,POINT (50.721308 3.158104),2026-05-27T10:41:16.199
vlille_temps_reel.301,301,301,Saint Calixte,99 Rue du Bourg,59328,Lambersart,EN SERVICE,AVEC TPE,14,6,CONNECTÉ,3.02604,50.65281,POINT (50.65281 3.02604),2026-05-27T10:41:16.202
vlille_temps_reel.302,302,302,Faches Thumesnil Mairie,20 rue Roger Salengro,59220,Faches-Thumesnil,EN SERVICE,AVEC TPE,18,2,CONNECTÉ,3.069127,50.603145,POINT (50.603145 3.069127),2026-05-27T10:41:16.202
vlille_temps_reel.303,303,303,Résistance,38 rue Carnot,59220,Faches-Thumesnil,EN SERVICE,AVEC TPE,12,8,CONNECTÉ,3.06558,50.60709,POINT (50.60709 3.06558),2026-05-27T10:41:16.202
vlille_temps_reel.304,304,304,Le Sart,21 Avenue de Flandre,59009,Villeneuve-d'Ascq,EN SERVICE,AVEC TPE,14,6,CONNECTÉ,3.138682,50.66351,POINT (50.66351 3.138682),2026-05-27T10:41:16.202
vlille_temps_reel.305,305,305,La Maillerie,228 Rue Jean Jaures,59009,Villeneuve-d'Ascq,EN SERVICE,AVEC TPE,12,8,CONNECTÉ,3.143504,50.669719,POINT (50.669719 3.143504),2026-05-27T10:41:16.203
vlille_temps_reel.306,306,306,Chatellenie,Avenue de la Châtellenie,59009,Villeneuve-d'Ascq,EN SERVICE,AVEC TPE,1,19,CONNECTÉ,3.135558,50.635929,POINT (50.635929 3.135558),2026-05-27T10:41:16.203
vlille_temps_reel.307,307,307,4 vents,Rue Chanzy (rond-point 4 Vents),59346,Lezennes,EN SERVICE,AVEC TPE,12,8,CONNECTÉ,3.122953,50.612389,POINT (50.612389 3.122953),2026-05-27T10:41:16.203
vlille_temps_reel.308,308,308,Sadi carnot,178 rue Sadi Carnot,59286,Haubourdin,EN SERVICE,AVEC TPE,13,7,CONNECTÉ,2.994654,50.611307,POINT (50.611307 2.994654),2026-05-27T10:41:16.203
vlille_temps_reel.309,309,309,Haubourdin Mairie,23 rue Sadi Carnot,59286,Haubourdin,EN SERVICE,AVEC TPE,12,12,CONNECTÉ,2.983879,50.610949,POINT (50.610949 2.983879),2026-05-27T10:41:16.203
vlille_temps_reel.310,310,310,Marquette Mairie,4 rue de Wambrechies,59386,Marquette-lez-Lille,EN SERVICE,AVEC TPE,11,9,CONNECTÉ,3.065308,50.676607,POINT (50.676607 3.065308),2026-05-27T10:41:16.204
vlille_temps_reel.311,311,311,Grands Moulins de Paris,11 Square du Pont à Bascule,59386,Marquette-lez-Lille,EN SERVICE,AVEC TPE,7,13,CONNECTÉ,3.055025,50.671436,POINT (50.671436 3.055025),2026-05-27T10:41:16.204
vlille_temps_reel.312,312,312,Saint Roch,2 rue de la Station,59386,Marquette-lez-Lille,EN SERVICE,AVEC TPE,13,7,CONNECTÉ,3.069332,50.672503,POINT (50.672503 3.069332),2026-05-27T10:41:16.204
vlille_temps_reel.313,313,313,Pont de l'Abbaye,6 rue du Pont de l'Abbaye,59386,Marquette-lez-Lille,EN SERVICE,AVEC TPE,3,17,CONNECTÉ,3.06415,50.666236,POINT (50.666236 3.06415),2026-05-27T10:41:16.204
vlille_temps_reel.314,314,314,Robersart,1 place du Général de Gaulle,,Wambrechies,EN SERVICE,AVEC TPE,4,12,CONNECTÉ,3.05332,50.68656,POINT (50.68656 3.05332),2026-05-27T10:41:16.205
vlille_temps_reel.315,315,315,Petit Paradis,7 Avenue du Maréchal Foch,,Wambrechies,EN SERVICE,AVEC TPE,7,5,CONNECTÉ,3.05179,50.68245,POINT (50.68245 3.05179),2026-05-27T10:41:16.205
vlille_temps_reel.319,319,319,Mitterie,Parvis métro Mitterie,,Lomme,EN SERVICE,AVEC TPE,4,12,CONNECTÉ,3.00768,50.64697,POINT (50.64697 3.00768),2026-05-27T10:41:16.206
vlille_temps_reel.995,995,995,Station Provisoire 1,71 Rue Saint-Sébastien,,Lille,EN SERVICE,AVEC TPE,12,8,CONNECTÉ,3.057778,50.647019,POINT (50.647019 3.057778),2026-05-27T10:41:16.206
vlille_temps_reel.996,996,996,Station Mobile 1,4 Rue du Professeur Langevin,,Lille,HORS SERVICE,AVEC TPE,20,0,DÉCONNECTÉ,3.086178,50.615795,POINT (50.615795 3.086178),2026-05-27T10:41:16.206
vlille_temps_reel.997,997,997,Station Mobile 2,4 Rue du Professeur Langevin,,Lille,HORS SERVICE,AVEC TPE,20,0,DÉCONNECTÉ,3.088049,50.614968,POINT (50.614968 3.088049),2026-05-27T10:41:16.206
vlille_temps_reel.998,998,998,Station Mobile 3,4 Rue du Professeur Langevin,,Lille,HORS SERVICE,AVEC TPE,20,0,DÉCONNECTÉ,3.087023,50.616138,POINT (50.616138 3.087023),2026-05-27T10:41:16.207
