FID,objectid,code_insee,velo_plus,r_ppal,r_scdr,geom
sc_schema_cyclable_pm35_2023.2559,2559,59611,Non,Non,Oui,"MULTILINESTRING ((700059.89450013 7065284.01742593, 700059.894491151 7065284.0174183, 700034.349432417 7065262.30425492, 700024.495991234 7065253.92888259, 700001.486788454 7065235.54158131, 700001.486755803 7065235.54155522, 699993.3288895 7065222.33792658, 699981.45084381 7065203.11313195, 699969.431956605 7065180.47063157, 699949.449464329 7065142.82541689, 699933.944070445 7065109.17134897, 699923.3238083 7065084.54373009, 699922.40135188 7065081.7168075, 699908.596710415 7065039.41166236, 699902.435774892 7065022.94170383, 699898.967393633 7065013.66971985, 699887.992864588 7064992.71964827, 699819.94940217 7064903.47753724, 699814.073427133 7064895.77092741, 699782.423131434 7064851.75426885, 699745.249232111 7064797.93157628))"
sc_schema_cyclable_pm35_2023.2560,2560,59611,Non,Oui,Non,"MULTILINESTRING ((700059.894500002 7065284.0174, 700034.349432417 7065262.30425492, 700024.495999999 7065253.9289, 700001.4868 7065235.5416, 700001.486788454 7065235.54158131, 699993.3288895 7065222.33792658, 699981.450800002 7065203.1131, 699969.431956605 7065180.47063157, 699949.449500002 7065142.8254, 699933.9441 7065109.1713, 699923.323799998 7065084.5437, 699922.40135188 7065081.7168075, 699908.596699998 7065039.4117, 699902.435774892 7065022.94170383, 699898.967399999 7065013.6697, 699887.992899999 7064992.7196, 699819.94940217 7064903.47753724, 699814.073399998 7064895.7709, 699782.423100002 7064851.7543, 699745.249200001 7064797.9316, 699744.588600002 7064797.1405, 699738.734999999 7064790.1313, 699720.466799997 7064774.0852, 699659.218599998 7064725.6133, 699640.170999996 7064705.5558, 699593.861000001 7064653.1835, 699539.124799997 7064608.9472, 699534.963 7064605.5767))"
sc_schema_cyclable_pm35_2023.2618,2618,59278,Oui,Oui,Non,"MULTILINESTRING ((697597.008003309 7057045.08074531, 697595.270999998 7057044.237, 697522.159999996 7057007.732, 697398.416000001 7056930.648, 697365.027999997 7056902.675, 697332.950000003 7056867.562, 697303.870999999 7056845.804, 697273.943999998 7056827.555, 697243.325999998 7056816.068, 697204.851000004 7056807.149, 697081.781999998 7056792.594, 697070.262297311 7056791.59381481, 696906.427000001 7056777.369, 696886.634000003 7056773.792))"
sc_schema_cyclable_pm35_2023.2619,2619,59355,Non,Non,Oui,"MULTILINESTRING ((700129.604863188 7060906.88513882, 700130.711 7060907.046, 700131.992 7060907.224, 700133.275 7060907.398, 700134.561 7060907.568, 700135.846 7060907.729, 700137.134 7060907.885, 700138.423 7060908.034, 700139.713 7060908.175, 700141.005 7060908.311, 700142.296 7060908.436, 700143.588 7060908.554, 700144.882 7060908.663, 700146.174 7060908.762, 700147.468 7060908.853, 700148.76 7060908.933, 700150.054 7060909.003, 700151.346 7060909.063, 700152.64 7060909.112, 700153.929 7060909.15, 700155.221 7060909.174, 700156.511 7060909.19, 700157.8 7060909.19, 700159.088 7060909.179, 700160.373 7060909.154, 700161.658 7060909.116, 700162.939 7060909.063, 700164.22 7060908.998, 700165.499 7060908.916, 700166.776 7060908.82, 700168.051 7060908.708))"
sc_schema_cyclable_pm35_2023.2620,2620,59371,Non,Non,Oui,"MULTILINESTRING ((691899.995 7057423.582, 691899.974783299 7057423.62053706, 691766.51 7057678.031))"
sc_schema_cyclable_pm35_2023.2621,2621,00000,Non,Non,Oui,"MULTILINESTRING ((694145.054 7054990.404, 694138.587 7054982.916, 694135.183 7054980.646, 694104.663 7054967.597, 694007.086 7054931.29, 693885.341 7054885.453, 693834.398 7054865.595, 693822.371 7054862.534, 693812.045 7054860.945, 693798.883 7054860.831, 693780.843 7054862.873, 693735.572 7054871.95, 693733.303 7054872.403, 693683.38 7054884.203, 693660.348 7054888.403, 693650.93 7054889.083, 693641.967 7054888.63, 693630.507 7054885.339, 693607.362 7054874.673, 693595.676 7054869, 693581.947 7054862.42, 693539.397 7054841.996, 693522.946 7054834.963, 693516.026 7054833.827, 693509.332 7054833.827, 693504.792 7054834.963, 693497.645 7054837.118, 693496.282 7054837.571))"
sc_schema_cyclable_pm35_2023.2622,2622,00000,Non,Oui,Non,"MULTILINESTRING ((698309.1906 7062620.4656, 698304.392099999 7062509.8267))"
sc_schema_cyclable_pm35_2023.2623,2623,59056,Non,Oui,Non,"MULTILINESTRING ((694507.873400003 7055729.1626, 694322.267399996 7056044.1932))"
sc_schema_cyclable_pm35_2023.2624,2624,59257,Non,Non,Oui,"MULTILINESTRING ((689620.103 7056732.263, 689626.797 7056739.75, 689628.046 7056741.338, 689644.043 7056756.771, 689647.106 7056759.834))"
sc_schema_cyclable_pm35_2023.2625,2625,59195,Non,Oui,Non,"MULTILINESTRING ((697026.376999997 7058704.907, 696994.244000003 7058663.414, 696982.395381116 7058648.68948207, 696977.553999998 7058642.673, 696955.185000002 7058616.354, 696922.020999998 7058585.628, 696886.243000001 7058541.914, 696861.439999998 7058508.863, 696843.251000002 7058491.019, 696827.068499997 7058479.7129))"
sc_schema_cyclable_pm35_2023.2626,2626,59317,Non,Oui,Non,"MULTILINESTRING ((692823.629699998 7065095.2555, 692806.434600003 7065125.723, 693060.516500004 7065454.1444, 693094.452206142 7065545.60689044))"
sc_schema_cyclable_pm35_2023.2627,2627,59201,Non,Oui,Non,"MULTILINESTRING ((695063.337800004 7057576.8828, 695030.920999996 7057552.827, 695001.667999998 7057525.818, 694982.638155793 7057509.09901544, 694982.637000002 7057509.098, 694977.340746408 7057503.89379198, 694969.517999999 7057496.207, 694969.496825596 7057496.18550895, 694908.063000001 7057433.833))"
sc_schema_cyclable_pm35_2023.3156,3156,00000,Non,Oui,Non,"MULTILINESTRING ((691029.917430036 7053701.84787731, 691037.180600002 7053705.8543, 691043.553499997 7053705.9251, 691047.518799998 7053708.1202, 691060.264600001 7053718.4584, 691074.143200003 7053726.9555, 691093.615900002 7053735.0986, 691112.734399997 7053740.7634, 691157.486100003 7053751.7389, 691203.229099996 7053763.0684, 691235.943099998 7053771.4239, 691255.840599999 7053778.6465, 691267.878200002 7053783.3908, 691295.11287649 7053795.09829722, 691327.315988646 7053813.72178376, 691360.683068711 7053832.34527031, 691379.122508237 7053844.1099605))"
sc_schema_cyclable_pm35_2023.3157,3157,00000,Non,Oui,Non,"MULTILINESTRING ((693786.385677882 7050341.41760034, 694015.845604184 7050392.68128805, 694076.001020383 7050406.12062153, 694185.237659154 7050430.52520069, 694194.862999998 7050432.6756, 694196.257600002 7050432.9872))"
sc_schema_cyclable_pm35_2023.3158,3158,59320,Non,Oui,Non,"MULTILINESTRING ((688331.792499997 7051246.8045, 688345.830300003 7051247.3521, 688359.786399998 7051259.1524, 688372.223099999 7051272.551, 688380.323399998 7051281.2779, 688386.223499999 7051286.7242, 688392.804499999 7051289.6743, 688400.909999996 7051287.989, 688410.731799997 7051283.2068, 688434.759999998 7051226.179, 688422.305200003 7051217.3976, 688417.993500002 7051201.2856, 688421.397500001 7051184.7199, 688438.417099997 7051171.7849, 688455.663699999 7051171.558, 688473.137199998 7051105.9757, 688474.4164 7051045.8503))"
sc_schema_cyclable_pm35_2023.3159,3159,59005,Oui,Oui,Non,"MULTILINESTRING ((695793.177199997 7050722.6216, 695800.681999996 7050728.91, 695807.943000004 7050744.001, 695807.943011726 7050744.0010082, 695836.181999996 7050763.762, 695838.762539343 7050768.56692749, 695853.586000003 7050796.168, 696000.648400001 7050919.2873))"
sc_schema_cyclable_pm35_2023.3160,3160,59202,Non,Non,Oui,"MULTILINESTRING ((687192.603841503 7063799.39632812, 687199.117 7063788.81, 687205.822 7063761.802, 687218.799 7063729.957, 687240.405 7063667.728, 687267.771 7063585.72, 687297.534 7063496.473, 687335.218 7063370.091))"
sc_schema_cyclable_pm35_2023.3161,3161,59355,Non,Non,Oui,"MULTILINESTRING ((700426.317369966 7060875.1814154, 700539.600375633 7061088.11635328, 700539.622 7061088.157))"
sc_schema_cyclable_pm35_2023.3162,3162,59320,Non,Non,Oui,"MULTILINESTRING ((687733.807 7051686.068, 687747.991 7051681.643, 687775.223 7051672.568, 687796.552 7051665.194, 687797.688 7051664.738))"
sc_schema_cyclable_pm35_2023.3163,3163,59208,Non,Non,Oui,"MULTILINESTRING ((694938.829 7058310.282, 694958.006 7058309.943))"
sc_schema_cyclable_pm35_2023.3164,3164,59017,Non,Non,Oui,"MULTILINESTRING ((691903.386 7065119.458, 691897.909229168 7065117.71786343, 691890.767613443 7065115.44875504, 691883.48331757 7065108.97382537, 691875.659444225 7065103.57805065, 691859.247296116 7065104.45486404, 691601.785245761 7065134.841151, 691439.274999998 7065154.02099888, 691468.830999997 7065212.16399777, 691563.576218551 7065293.5320995, 691618.42209923 7065340.55839785, 691618.422135747 7065340.55842916))"
sc_schema_cyclable_pm35_2023.3165,3165,59328,Non,Non,Oui,"MULTILINESTRING ((701488.857100193 7061439.07376914, 701494.614034964 7061446.20510726, 701516.863809888 7061468.79199998, 701533.434446457 7061485.67382222, 701538.932059842 7061492.28651756, 701546.141194374 7061503.98191207, 701577.01023752 7061559.91984992, 701588.021598223 7061581.20782084, 701606.775862551 7061614.49016247, 701615.005032034 7061623.84737249))"
sc_schema_cyclable_pm35_2023.3166,3166,59658,Non,Non,Oui,"MULTILINESTRING ((690465.277 7052701.549, 690465.277 7052702.43588399, 690465.277 7052704.044, 690465.277 7052705.746, 690465.162 7052708.357, 690465.391 7052711.987, 690465.503 7052716.071, 690465.617 7052720.496, 690465.503 7052725.148, 690465.503 7052730.026, 690465.729 7052735.134, 690465.391 7052739.559, 690465.391 7052743.642, 690465.391 7052746.706, 690465.503 7052749.769, 690465.05 7052755.783))"
sc_schema_cyclable_pm35_2023.3234,3234,59553,Non,Non,Oui,"MULTILINESTRING ((696760.339 7055197.244, 696762.04 7055199.06, 696766.011 7055203.71, 696770.095 7055208.249, 696774.068 7055212.788))"
sc_schema_cyclable_pm35_2023.3235,3235,59320,Non,Non,Oui,"MULTILINESTRING ((688219.31 7051515.763, 688210.685 7051511.111, 688197.297 7051504.872, 688187.427 7051500.447, 688176.469236663 7051495.2670622, 688174.946 7051494.547))"
sc_schema_cyclable_pm35_2023.3236,3236,59143,Non,Non,Oui,"MULTILINESTRING ((693440.914 7062174.889, 693435.921 7062182.944, 693412.662 7062205.865, 693398.366 7062218.118, 693393.941 7062220.615, 693379.645 7062225.834, 693343.451 7062234.456, 693333.353 7062236.839, 693271.744 7062251.702, 693246.669 7062258.169, 693243.037 7062258.057, 693238.612 7062257.375, 693224.997 7062252.838))"
sc_schema_cyclable_pm35_2023.3237,3237,00000,Non,Oui,Non,"MULTILINESTRING ((689117.167199999 7050027.2246, 689037.523100004 7049882.7953, 688992.408500001 7049824.0663, 688941.954999998 7049773.0788, 688886.696400002 7049721.5575, 688802.861900002 7049669.2988, 688650.486900002 7049598.249))"
sc_schema_cyclable_pm35_2023.3238,3238,59201,Non,Non,Oui,"MULTILINESTRING ((695336.172 7057247.83, 695334.583 7057247.716, 695323.351 7057246.469))"
sc_schema_cyclable_pm35_2023.3239,3239,59317,Non,Oui,Non,"MULTILINESTRING ((694216.296999998 7065217.488, 694199.332000002 7065179.612, 694175.751000002 7065143.421, 694023.327 7064962.763, 693953.850000001 7064870.062, 693889.270999998 7064774.54))"
sc_schema_cyclable_pm35_2023.3240,3240,59653,Non,Oui,Non,"MULTILINESTRING ((694890.342100002 7052158.3021, 694898.191799998 7052160.0726, 694909.543499999 7052161.7454, 694921.492600001 7052152.9031, 694961.826200001 7052105.8706))"
sc_schema_cyclable_pm35_2023.3241,3241,59388,Non,Non,Oui,"MULTILINESTRING ((690418.077 7051813.374, 690422.048 7051805.658, 690431.239 7051791.247, 690434.983 7051787.164, 690481.956 7051738.149))"
sc_schema_cyclable_pm35_2023.3305,3305,00000,Non,Non,Oui,"MULTILINESTRING ((693477.108 7066421.178, 693477.10799997 7066421.17799886, 693476.709037445 7066405.7302076, 693472.292 7066383.104, 693473.603860176 7066373.80898527, 693477.082 7066365.969, 693497.700035787 7066326.85870495, 693521.627 7066265.873, 693553.859 7066213.757, 693580.59 7066156.164, 693619.873235454 7066063.70269432))"
sc_schema_cyclable_pm35_2023.3306,3306,59524,Non,Non,Oui,"MULTILINESTRING ((692469.797 7051912.312, 692456.75 7051932.281))"
sc_schema_cyclable_pm35_2023.3242,3242,00000,Non,Oui,Non,"MULTILINESTRING ((692187.5933 7054117.1628, 692186.622400001 7054111.9783, 692169.730999999 7054089.5558, 692155.392099999 7054065.7174, 692148.82 7054047.7339, 692138.006099999 7054012.1256, 692127.670100003 7053993.5447, 692115.780699998 7053980.2812, 692098.987800002 7053967.2593, 692076.766900003 7053952.9775, 692052.271200001 7053944.0555, 692079.953299999 7053769.4789, 692070.062100001 7053755.5369, 692070.594023975 7053750.26246419, 692070.712700002 7053749.0857, 692122.890500002 7053756.0162, 692173.156400003 7053767.0891, 692206.852899998 7053774.4975, 692335.823700003 7053792.4212, 692423.052199997 7053804.7686, 692517.928199999 7053821.816, 692642.1193 7053847.7854, 692759.698600002 7053877.1006, 692832.827200003 7053897.0158, 692936.864200003 7053928.9597, 692990.475900002 7053942.2631, 693020.269000001 7053951.9817, 693058.8248 7053970.6223, 693112.516099997 7053991.2545, 693226.749700002 7054033.4747, 693272.985100001 7054046.3545, 693406.504199997 7054097.1634, 693415.943999998 7054100.3499, 693425.3838 7054102.1024, 693438.487999998 7054098.1592, 693451.5524 7054086.0508, 693455.216799997 7054074.1017, 693462.426100001 7054044.667, 693470.790399998 7054038.1746, 693482.420900002 7054036.3425, 693491.064099997 7054039.1306, 693500.122400001 7054041.7544))"
sc_schema_cyclable_pm35_2023.3243,3243,59317,Non,Oui,Non,"MULTILINESTRING ((694185.564199999 7065768.3251, 694009.213699997 7065330.9833, 694211.338 7065220.2058))"
sc_schema_cyclable_pm35_2023.3244,3244,59355,Non,Non,Oui,"MULTILINESTRING ((700658.371681963 7060334.9256882, 700898.103 7060447.509, 700977.817 7060505.827))"
sc_schema_cyclable_pm35_2023.3245,3245,59017,Non,Oui,Non,"MULTILINESTRING ((690652.529600002 7066199.9477, 690649.552699998 7066202.2174, 690649.498300001 7066202.259, 690649.099299997 7066202.5631, 690595.873800002 7066243.145, 690550.8706 7066277.4577, 690524.373300001 7066287.959, 690490.123000003 7066301.5328, 690486.168799996 7066303.0999, 690478.939000003 7066303.595, 690478.0396 7066322.9373))"
sc_schema_cyclable_pm35_2023.3246,3246,59355,Non,Non,Oui,"MULTILINESTRING ((699835.441733471 7061380.0490112, 699831.617469898 7061388.89262071, 699823.262343493 7061401.68329081, 699785.325869215 7061474.14148891, 699765.679359724 7061512.03118578, 699746.594179076 7061555.62772589, 699730.222087834 7061591.92699105, 699721.334381159 7061610.26373324, 699712.353119678 7061626.82293409, 699692.987274608 7061652.36339643, 699669.163815458 7061684.55196875, 699662.020633459 7061695.4921625, 699659.167211842 7061703.07010188, 699657.155783489 7061710.36737683, 699652.899039766 7061739.13548001, 699650.419837379 7061758.96909912, 699647.706747973 7061780.67381437, 699643.122562425 7061795.08125466, 699636.105951892 7061807.05626997, 699624.692265426 7061818.28284682, 699612.530140503 7061826.23500542, 699601.584228073 7061830.25786213, 699577.493865245 7061834.93560248))"
sc_schema_cyclable_pm35_2023.3247,3247,59658,Non,Non,Oui,"MULTILINESTRING ((690735.427 7052910.091, 690738.945 7052908.388, 690742.462 7052907.708, 690745.527 7052907.708, 690748.815 7052907.822, 690774.46 7052911.111, 690778.997 7052911.791, 690782.062 7052912.019, 690785.35 7052911.68, 690787.848 7052910.885, 690790.569 7052909.297, 690792.952 7052908.047, 690795.676 7052905.211, 690798.967 7052902.375, 690827.104 7052870.72))"
sc_schema_cyclable_pm35_2023.3248,3248,59487,Non,Non,Oui,"MULTILINESTRING ((693800.926 7059699.957, 693823.62 7059719.812, 693829.291 7059724.237, 693833.831 7059727.756))"
sc_schema_cyclable_pm35_2023.3249,3249,59051,Oui,Oui,Non,"MULTILINESTRING ((686550.860500001 7048373.6782, 686557.778999999 7048378.238, 686580.686999999 7048409.428, 686621.526000001 7048460.724))"
sc_schema_cyclable_pm35_2023.3250,3250,59527,Non,Oui,Non,"MULTILINESTRING ((703897.817500003 7061932.0164, 703941.59316442 7061982.39123929))"
sc_schema_cyclable_pm35_2023.2161,2161,59090,Non,Oui,Non,"MULTILINESTRING ((707401.611100003 7067993.0541, 707351.200000003 7067992.998, 707257.861000001 7067989.573, 707148.984999999 7067983.53, 707021.729999997 7067964.019, 706906.914999999 7067936.892, 706806.691 7067905.008, 706715.311999999 7067868.792, 706663.821000002 7067845.358, 706583.151000001 7067803.918, 706510.270999998 7067766.288, 706424.829000004 7067722.39, 706219.501000002 7067615.635, 706045.338 7067525.241, 705911.370999999 7067453.879))"
sc_schema_cyclable_pm35_2023.2162,2162,59636,Non,Oui,Non,"MULTILINESTRING ((703669.441 7066265.775, 703584.357000001 7066304.8, 703479.578000002 7066366.012, 703415.913000003 7066394.341, 703353.314000003 7066416.031, 703262.646420303 7066433.73339318, 703247.81071823 7066435.1538451))"
sc_schema_cyclable_pm35_2023.2163,2163,59599,Oui,Oui,Non,"MULTILINESTRING ((709615.974600002 7069476.873, 709615.230999999 7069477.793, 709527.877999999 7069585.514, 709514.329999998 7069623.533, 709481.631999999 7069744.528, 709451.598700002 7069861.8, 709440.501000002 7069901.996, 709496.017999999 7069970.174, 709519.534000002 7069998.361, 709535.603 7070018.234))"
sc_schema_cyclable_pm35_2023.3579,3579,00000,Non,Non,Oui,"MULTILINESTRING ((696229.707321632 7061422.72049771, 696221.255066342 7061412.50440792, 696173.408881742 7061354.6735804, 695831.256564772 7061216.96506133, 695811.485164464 7061210.85106591, 695793.267872891 7061198.71864174, 695779.578040157 7061177.55686839, 695787.139529967 7061151.81038007, 695791.655631877 7061127.51481595, 695812.936089614 7061066.87990207, 695828.057420073 7061012.26702268, 695853.890096436 7060974.36102956, 695872.150802145 7060948.49537562, 696002.777793041 7060815.0169376, 696025.581976279 7060799.84601362, 696036.195008032 7060778.55508166, 696031.650687807 7060764.96367195, 696019.450789222 7060746.80902367, 695833.854836362 7060615.00952235, 695829.30640355 7060596.73820085, 695817.099817206 7060571.00672288, 695803.405115575 7060545.27639623, 695780.56957115 7060519.44156668, 695756.248165533 7060496.72803375, 695701.44478243 7060457.43473629, 695697.36581335 7060455.37501242, 695689.436364072 7060466.84286806, 695675.589122262 7060496.80326398, 695667.592808423 7060509.86340434, 695455.0682833 7060368.15044643, 695425.819686054 7060349.0348364, 695425.819687425 7060349.0348351))"
sc_schema_cyclable_pm35_2023.3580,3580,59208,Non,Non,Oui,"MULTILINESTRING ((694994.2 7058692.193, 694984.215 7058694.236, 694962.77 7058695.142, 694946.546 7058696.845, 694936.446 7058700.023, 694924.648 7058705.356, 694914.55 7058713.864, 694900.252 7058726.799, 694885.163 7058741.096))"
sc_schema_cyclable_pm35_2023.3581,3581,00000,Non,Oui,Non,"MULTILINESTRING ((695437.822999999 7057844.31, 695381.248999998 7057796.654, 695240.031000003 7057680.697, 695209.545000002 7057655.699, 695126.523000002 7057615.527, 695063.903999999 7057577.303))"
sc_schema_cyclable_pm35_2023.3582,3582,00000,Non,Non,Oui,"MULTILINESTRING ((692150.29 7053348.619, 692242.713 7053391.587, 692293.111 7053419.526, 692303.741 7053403.092, 692337.095 7053361.032, 692372.377 7053312.209, 692430.333 7053200.577, 692477.66 7053104.892, 692445.686 7053094.795, 692479.471 7053010.718, 692515.67 7052920.84, 692544.616 7052837.251, 692656.798 7052708.634, 692661.131252644 7052706.43157187, 692663.818 7052705.066))"
sc_schema_cyclable_pm35_2023.3583,3583,59355,Non,Non,Oui,"MULTILINESTRING ((700632.796126898 7060327.92877508, 700631.704978995 7060311.47762209, 700628.599404196 7060295.19433801, 700621.381041149 7060279.83433292, 700611.392841118 7060265.81727909, 700568.922007375 7060208.40611253, 700539.880686278 7060174.83233091, 700516.892620154 7060145.01447703))"
sc_schema_cyclable_pm35_2023.3584,3584,59653,Non,Non,Oui,"MULTILINESTRING ((693984.961 7052666.715, 693979.628 7052666.715, 693908.147 7052695.535, 693869.685 7052709.151, 693851.644530829 7052717.5425091, 693829.618907472 7052724.4699229, 693815.497640884 7052727.13431282, 693807.06040613 7052727.48956481, 693797.202163418 7052726.95668683, 693785.212408768 7052724.73636189, 693753.417355696 7052714.43405419, 693695.866533376 7052690.63217089, 693534.066 7052625.302, 693520.223 7052618.155, 693510.188102122 7052610.74925052))"
sc_schema_cyclable_pm35_2023.3585,3585,59328,Non,Non,Oui,"MULTILINESTRING ((702609.378213532 7060661.97311015, 702609.378168923 7060661.97300106, 702606.349000001 7060654.56499887, 702606.306927449 7060654.57651911, 702605.750149467 7060654.72897518, 702506.457129403 7060681.91723363))"
sc_schema_cyclable_pm35_2023.3292,3292,00000,Oui,Oui,Non,"MULTILINESTRING ((695464.585000001 7061945.838, 695387.211999998 7062008.426, 695321.403999999 7062063.533, 695254.603 7062133.784, 695142.887000002 7062259.461, 695122.646499999 7062282.4262))"
sc_schema_cyclable_pm35_2023.3293,3293,59281,Non,Non,Oui,"MULTILINESTRING ((691464.241513352 7048684.80614961, 691343.821748187 7048909.22480287))"
sc_schema_cyclable_pm35_2023.3294,3294,59196,Non,Oui,Non,"MULTILINESTRING ((697744.276299998 7060045.6468, 697739.236000001 7060054.698, 697727.174999997 7060062.682))"
sc_schema_cyclable_pm35_2023.3295,3295,59017,Non,Oui,Non,"MULTILINESTRING ((691948.677000001 7065081.8352, 691947.372406973 7065085.18238211, 691947.372400001 7065085.1824, 691937.795999996 7065109.752, 691933.938000001 7065112.3541, 691927.501000002 7065116.622, 691913.522 7065120.121, 691913.467314041 7065120.11742297, 691903.386 7065119.458, 691855.54450248 7065156.59561417, 691853.193000004 7065158.421, 691808.842 7065193.077, 691759.149999999 7065231.91, 691745.355999999 7065242.161, 691714.795000002 7065266.068, 691671.059 7065299.468, 691618.384000003 7065340.452))"
sc_schema_cyclable_pm35_2023.3296,3296,59653,Non,Non,Oui,"MULTILINESTRING ((694987.638 7054493.483, 695138.513 7054500.639, 695224.421 7054508.661, 695244.704 7054513.03, 695263.801 7054519.525, 695313.901 7054545.72, 695336.99 7054561.815))"
sc_schema_cyclable_pm35_2023.3297,3297,59088,Non,Non,Oui,"MULTILINESTRING ((690859.669 7059438.428, 690858.761 7059447.847, 690840.493 7059527.155, 690826.196 7059555.862, 690818.142 7059566.754, 690811.447 7059575.717, 690690.385 7059744.433))"
sc_schema_cyclable_pm35_2023.3298,3298,00000,Non,Oui,Non,"MULTILINESTRING ((698088.127300002 7059695.6232, 698084.725400001 7059705.8489, 698071.6461 7059714.7428, 698058.799000002 7059713.511, 698045.479999997 7059746.471, 698031.509999998 7059765.029, 697989.68 7059798.931, 697894.022 7059864.353, 697847.101899996 7059896.1949))"
sc_schema_cyclable_pm35_2023.3299,3299,59017,Non,Non,Oui,"MULTILINESTRING ((691359.124 7064925.532, 691393.578 7064923.43))"
sc_schema_cyclable_pm35_2023.3300,3300,59328,Non,Non,Oui,"MULTILINESTRING ((701657.763245255 7060114.38270244, 701750.501809251 7060180.82349979, 701801.438642996 7060220.84323, 701862.433842628 7060270.33838815, 701978.328700784 7060364.759977, 701983.300258524 7060367.51584501))"
sc_schema_cyclable_pm35_2023.3301,3301,59317,Non,Oui,Non,"MULTILINESTRING ((693868.586999997 7064742.676, 693860.395999998 7064749.872, 693860.331007759 7064772.73227078, 693860.331 7064772.735))"
sc_schema_cyclable_pm35_2023.3302,3302,59286,Oui,Oui,Non,"MULTILINESTRING ((698121.808311777 7057222.24127368, 698121.873000003 7057222.35, 698131.605999999 7057219.761, 698171.32433519 7057220.94702756, 698191.235699996 7057221.5416))"
sc_schema_cyclable_pm35_2023.3303,3303,59317,Non,Non,Oui,"MULTILINESTRING ((694038.66434251 7066153.80374014, 693873.586 7066319.924, 693800.501 7066386.978))"
sc_schema_cyclable_pm35_2023.3304,3304,59278,Non,Non,Oui,"MULTILINESTRING ((696770.55 7057089.892, 696781.67 7057084.106, 696811.055 7057067.654, 696834.202 7057054.152, 696843.279 7057049.274, 696845.207 7057046.777, 696847.705 7057043.599, 696851.108 7057040.649, 696857.12 7057037.927, 696873.8 7057032.027, 696880.72 7057029.191, 696885.145 7057026.355, 696889.685 7057021.475, 696893.996 7057015.347, 696897.854 7057009.675, 696902.618 7056993.451, 696908.745 7056979.382, 696913.285 7056963.269, 696917.029 7056946.478, 696918.73 7056937.967))"
sc_schema_cyclable_pm35_2023.2561,2561,59252,Non,Oui,Non,"MULTILINESTRING ((694981.627400003 7068042.6948, 694982.866999999 7068044.849, 694995.245999999 7068072.882, 695022.687799998 7068132.1716, 695022.688581807 7068132.17328915, 695038.276699998 7068165.8524, 695058.192605801 7068216.47026059, 695058.192699999 7068216.4705, 695058.643300862 7068218.50879047, 695058.645999998 7068218.521, 695058.730682006 7068218.77305448, 695063.348800004 7068232.5188, 695063.348855798 7068232.51902697, 695064.497199997 7068237.1904, 695068.185900003 7068252.1959, 695067.416501395 7068371.27358438, 695067.416500002 7068371.2738, 695067.409100004 7068372.4211, 695066.881999999 7068454.0012, 695076.105499998 7068525.9924, 695077.1919 7068534.4714, 695081.587612364 7068568.78085495, 695081.587899998 7068568.7831, 695084.124200001 7068588.5791, 695084.124212177 7068588.57919504, 695100.023999996 7068712.6788, 695108.535731412 7068779.11396464, 695108.535800003 7068779.1145, 695110.804799996 7068796.8244, 695124.737899996 7068905.574, 695125.214299999 7068909.2687, 695134.131027774 7068978.41798687, 695134.131700002 7068978.4232, 695139.428000003 7069020.7031, 695139.428003813 7069020.70314263, 695141.641739078 7069045.46951842, 695141.641800001 7069045.4702, 695142.225599997 7069060.5961, 695142.225602657 7069060.59730569, 695142.431500003 7069153.9362, 695116.164999999 7069338.3191, 695115.800918986 7069340.8748667, 695115.800899997 7069340.875, 695113.873899996 7069354.4016, 695090.502300002 7069429.6383, 695062.067400001 7069523.2651, 695061.871038493 7069523.93159452, 695061.530900002 7069525.0861, 695037.329899997 7069607.2326, 695030.209100001 7069631.4031, 695030.208984797 7069631.40359134, 695029.0933 7069636.162, 695025.1021 7069653.1846, 695025.102059646 7069653.18477211, 695019.899499998 7069675.3735, 695019.551600002 7069678.1406, 695022.141599998 7069695.1887, 695022.141611965 7069695.18877877, 695022.9177 7069700.2971, 695032.588299997 7069763.9517, 695036.226599999 7069787.9001, 695207.655699998 7070189.7028, 695226.723200001 7070213.4542, 695227.461099997 7070214.1236, 695266.218199998 7070249.2826, 695266.218338184 7070249.28272536, 695273.056599997 7070255.4862, 695277.178000003 7070259.225, 695298.0392 7070270.838, 695301.400503549 7070272.70909064, 695301.400700003 7070272.7092, 695338.358087144 7070293.2825805, 695338.359200001 7070293.2832, 695364.126400001 7070306.9061, 695364.126534406 7070306.90615502, 695372.2324 7070310.2242))"
sc_schema_cyclable_pm35_2023.2562,2562,00000,Variante,Oui,Non,"MULTILINESTRING ((703656.656300001 7063872.3184, 703663.031000003 7063851.814, 703669.012000002 7063792.474, 703678.453000002 7063756.745, 703718.502999999 7063688.851, 703740.604000002 7063642.002, 703741.181299999 7063640.7388, 703745.549000002 7063621.194, 703748.394000001 7063602.513, 703750.278999999 7063590.136, 703753.531000003 7063561.839, 703751.917999998 7063534.962, 703739.245999999 7063516.312, 703722.821000002 7063497.571, 703682.788000003 7063454.145, 703655.208999999 7063418.742, 703602.020999998 7063330.158))"
sc_schema_cyclable_pm35_2023.2563,2563,59636,Non,Option,Non,"MULTILINESTRING ((702590.299999997 7065632.252, 702513.468999997 7065699.723, 702463.108000003 7065747.445, 702423.204999998 7065803.833, 702314.253899999 7065891.2723))"
