FID,objectid,code_insee,velo_plus,r_ppal,r_scdr,geom
sc_schema_cyclable_pm35_2023.580,580,00000,Non,Oui,Non,"MULTILINESTRING ((692902.838299997 7046729.1084, 692889.131800003 7046921.362, 692874.027999997 7047038.0732, 692747.705300003 7047014.0444, 692614.517200001 7046993.4483, 692502.6118 7046965.9869, 692502.611786166 7046965.98689496, 692293.760200001 7046889.8823))"
sc_schema_cyclable_pm35_2023.581,581,59527,Oui,Oui,Non,"MULTILINESTRING ((703400.7403 7061220.7522, 703346.182988584 7061287.23167021, 703346.182800002 7061287.2319))"
sc_schema_cyclable_pm35_2023.582,582,00000,Non,Option,Non,"MULTILINESTRING ((703050.258599997 7056577.715, 703052.593000002 7056595.061, 703049.401000001 7056601.718, 703037.638300002 7056608.5406))"
sc_schema_cyclable_pm35_2023.583,583,59507,Non,Oui,Non,"MULTILINESTRING ((705688.313199997 7055912.6511, 705749.506999999 7055919.1763, 705767.805699997 7055916.8552, 705884.6105 7055910.9598, 705939.355300002 7055913.2461, 705997.155000001 7055910.2992, 706224.141900003 7055842.4307, 706350.703000002 7055796.1872, 706493.084200002 7055776.7163, 706661.020900004 7055773.0655, 706680.244012668 7055773.82757681))"
sc_schema_cyclable_pm35_2023.584,584,00000,Non,Oui,Non,"MULTILINESTRING ((700519.145300001 7050882.4909, 700519.589099057 7050882.97730462, 700661.934100002 7051038.9877, 700632.167499997 7051081.4052, 700711.184699997 7051175.0481))"
sc_schema_cyclable_pm35_2023.585,585,59011,Non,Non,Oui,"MULTILINESTRING ((694697.687 7047337.002, 694793.828 7047373.122, 694810.208 7047379.497, 694823.024 7047380.196, 694832.291 7047393.676, 694830.167 7047406.457))"
sc_schema_cyclable_pm35_2023.586,586,00000,Non,Non,Non,"MULTILINESTRING ((707612.574000002 7050165.46099886, 707628.574000002 7050171.13399886, 707632.770000002 7050171.81399886, 707649.223000002 7050172.26699885, 707676.681000002 7050172.83599886, 707716.052000002 7050171.36099886, 707728.646000002 7050169.43099886, 707738.176000002 7050165.79999886, 707747.821000002 7050162.05599885, 707806.254000001 7050133.91799885))"
sc_schema_cyclable_pm35_2023.587,587,00000,Non,Non,Oui,"MULTILINESTRING ((701983.088 7053861.02399886, 701983.087999625 7053861.02399989, 701975.536737749 7053881.6573436, 701941.079538206 7053975.80945396, 701765.11252316 7054123.6217466, 701664.224767867 7054226.85572876, 701507.027567758 7054325.39725718, 701420.217173669 7054407.51519754, 701331.060552712 7054499.01804536, 700728.912110363 7055035.87421376))"
sc_schema_cyclable_pm35_2023.588,588,59560,Non,Non,Oui,"MULTILINESTRING ((702047.761499343 7049138.8519825, 702058.910819521 7049133.28534737, 702063.670648013 7049125.93374958, 702094.311592897 7049021.21568869, 702096.4533133 7048990.1319324, 702096.103335208 7048976.65068943, 702090.639532216 7048967.28986221))"
sc_schema_cyclable_pm35_2023.589,589,59560,Non,Non,Oui,"MULTILINESTRING ((702118.706500301 7048913.26456579, 702119.624758435 7048925.96611544, 702126.359152181 7048955.04774239, 702136.28813335 7048985.46757456, 702161.388176476 7049076.94826854, 702172.876941687 7049112.15963158, 702183.52846953 7049109.04416849, 702189.352514626 7049104.25562365, 702194.751821017 7049096.23590371, 702202.93884124 7049040.86622073, 702207.916114442 7049022.93048911, 702231.868103469 7048962.88773815, 702170.38888154 7048936.45845982, 702118.706500301 7048913.26456579))"
sc_schema_cyclable_pm35_2023.590,590,59560,Non,Non,Oui,"MULTILINESTRING ((701947.608317398 7049256.02430587, 701972.463113559 7049242.66325137, 701990.50133747 7049231.08251711, 702018.979511147 7049211.81799309, 702034.249054251 7049199.79074994, 702044.408247358 7049183.19369229, 702048.602161953 7049169.93690621, 702050.309698509 7049160.35589098, 702050.030988703 7049145.87191777, 702047.761499343 7049138.8519825))"
sc_schema_cyclable_pm35_2023.591,591,59560,Non,Non,Oui,"MULTILINESTRING ((702118.706500301 7048913.26456579, 702059.356431135 7048886.61449932, 701999.084040172 7048856.28808062, 701980.111570874 7048896.05614397, 701970.801009942 7048921.45526486, 701966.321279149 7048939.83701396, 701965.452589558 7048987.29912455, 701971.048483561 7049025.40473927, 701983.462373818 7049058.38773032, 702002.835820726 7049087.2509157, 702047.761499343 7049138.8519825))"
sc_schema_cyclable_pm35_2023.592,592,59350,Non,Non,Oui,"MULTILINESTRING ((702079.73160343 7058450.10591011, 702080.403390417 7058450.25474223, 702109.333000001 7058456.66399887, 702775.860825539 7058900.94676045, 702943.467199327 7059012.66696139, 702972.102689154 7058979.9185653))"
sc_schema_cyclable_pm35_2023.593,593,59350,Non,Non,Oui,"MULTILINESTRING ((701739.79604475 7057356.37008085, 702015.536186772 7057395.31273567))"
sc_schema_cyclable_pm35_2023.594,594,59350,Non,Non,Oui,"MULTILINESTRING ((706135.854412971 7061337.36366342, 705916.121919009 7061543.79276737))"
sc_schema_cyclable_pm35_2023.595,595,59350,Oui,Oui,Non,"MULTILINESTRING ((705702.909000002 7058553.73, 705704.155299999 7058510.6533, 705701.968999997 7058486.629, 705696.349 7058466.71, 705639.495200001 7058372.3981, 705618.428300001 7058315.883, 705606.988600001 7058232.7922, 705584.988799997 7058186.7506, 705546.706900001 7058117.9618, 705525.613200002 7058086.6298, 705504.7984 7058059.7552, 705484.404600002 7058037.1155, 705462.236599997 7058016.3683, 705446.440399997 7058003.873, 705417.818800002 7057985.4598, 705351.501100004 7057948.7364, 705284.964599997 7057917.585, 705220.949500002 7057894.212, 705220.405199997 7057894.0133, 705190.992899999 7057885.9631, 705162.003899999 7057880.1421, 705088.215700001 7057869.7118, 705014.708899997 7057861.3999, 704848.126100004 7057847.7705, 704684.515100002 7057839.9427, 704509.981200002 7057838.3508))"
sc_schema_cyclable_pm35_2023.596,596,59523,Non,Non,Oui,"MULTILINESTRING ((712654.290808867 7053704.07073324, 712654.646283625 7053703.73727247, 712676.90493727 7053680.27771683, 712688.366328148 7053662.92195607, 712691.501010415 7053657.13515483, 712768.732990614 7053513.35461241))"
sc_schema_cyclable_pm35_2023.597,597,59343,Non,Oui,Non,"MULTILINESTRING ((708015.483199999 7054186.3241, 708009.447499998 7054140.8554, 707974.513899997 7054113.3958, 707971.034999997 7053853.29, 708009.117600001 7053156.7962, 708009.1351 7053156.4772, 708009.136 7053156.46))"
sc_schema_cyclable_pm35_2023.598,598,59360,Non,Non,Oui,"MULTILINESTRING ((701772.496488871 7056064.47664166, 701717.738271215 7056105.46378477, 701646.169134257 7056164.60872489, 701524.462977544 7056237.44598802, 701524.222406115 7056238.15485647))"
sc_schema_cyclable_pm35_2023.599,599,59648,Non,Oui,Non,"MULTILINESTRING ((702338.969499998 7053447.3535, 702342.266999997 7053450.862, 702367.640000001 7053477.402, 702379.88299877 7053493.39139839, 702379.883000001 7053493.3914, 702392.152000003 7053519.834, 702401.048 7053550.273, 702404.068999998 7053580.887, 702398.075499997 7053666.1133, 702398.072002933 7053666.1622589, 702398.071999997 7053666.1623, 702398.067000002 7053666.234, 702393.164999999 7053776.838, 702393.024146855 7053778.64691149, 702387.659000002 7053847.549, 702383.421999998 7053920.248, 702381.005999997 7053986.806, 702377.490999997 7054013.725))"
sc_schema_cyclable_pm35_2023.600,600,00000,Non,Non,Non,"MULTILINESTRING ((699466.498 7058189.60999887, 699425.128 7058157.15199887, 699393.615618219 7058125.16147838, 699387.825 7058119.28299887, 699299.655 7058021.90299887, 699108.375 7057776.41999887, 699073.102 7057724.68499887, 699040.548 7057717.24999887, 699027.319 7057704.06399887, 698998.829 7057668.89699887, 698998.486 7057641.84399887, 698958.121 7057580.63899887, 698892.993 7057484.94299887, 698901.13 7057472.76599887, 698973.704 7057489.66299887, 699029.996 7057494.04999887, 699046.949 7057471.38699887, 699065.468316592 7057464.98007781, 699066.671 7057464.56399887))"
sc_schema_cyclable_pm35_2023.601,601,59011,Non,Oui,Non,"MULTILINESTRING ((696041.388400003 7048245.1383, 696030.430200003 7048239.0303, 695993.626900002 7048217.1635, 695949.893200003 7048191.1144, 695853.105300002 7048138.2993, 695827.773199998 7048124.1993, 695814.0317 7048110.3384, 695790.133500002 7048086.9181, 695780.815202409 7048093.79472739, 695767.788699999 7048103.4079, 695706.250699997 7048070.0699, 695606.304499999 7048012.6804, 695613.525600001 7047997.6582, 695635.512000002 7047956.3143, 695566.446099997 7047918.5551, 695502.637800001 7047884.8586, 695489.971699998 7047902.0653, 695467.746399999 7047939.1076, 695369.046700001 7047883.9027, 695312.885899998 7047852.596, 695313.841799997 7047846.6214, 695312.407899998 7047840.6469, 695289.943599999 7047829.6537, 695280.038677255 7047822.57875518, 695279.906300001 7047822.4842, 695254.156000003 7047806.3529, 695209.765000001 7047779.0492, 695197.397699997 7047776.0619, 695189.989200003 7047774.5683, 695176.964699998 7047771.1628, 695155.456299998 7047760.4683, 695145.419 7047754.912, 695130.064400002 7047746.9061, 695118.294500001 7047738.9599, 695104.672499999 7047726.4731, 695092.484399997 7047718.5269, 695085.314999998 7047715.3006, 695066.435400002 7047711.3574, 695048.989699997 7047706.757, 695036.084600002 7047702.9333, 695024.135499999 7047698.2134, 695007.526199996 7047691.7011, 695001.491899997 7047691.8804, 694992.291100003 7047695.1066, 694985.838600002 7047696.3613, 694983.388999999 7047694.5689, 694980.82 7047678.9156, 694977.292979001 7047675.2707478, 694953.994199999 7047651.1936, 694947.840400003 7047648.9831, 694932.545500003 7047646.653, 694917.071400002 7047645.4581, 694910.320200004 7047646.2348, 694904.465099998 7047648.4453, 694893.113499999 7047653.1055, 694884.151600003 7047656.272, 694873.696099997 7047656.0928, 694862.762699999 7047653.6432, 694849.439400002 7047646.653, 694837.9683 7047640.3199, 694833.487400003 7047639.0653, 694827.931000002 7047638.7666, 694814.966300003 7047638.4678, 694807.259099998 7047635.8988, 694799.073899999 7047634.7636, 694788.678199999 7047632.0751, 694776.490099996 7047626.8772, 694770.0973 7047625.1446, 694762.987599999 7047624.1886, 694752.711400002 7047625.4433, 694744.526199997 7047625.0251, 694729.5898 7047621.7988, 694724.571199998 7047618.931, 694717.478299998 7047617.2599, 694717.760200001 7047595.212))"
sc_schema_cyclable_pm35_2023.602,602,00000,Non,Non,Oui,"MULTILINESTRING ((703138.336820198 7047129.6898813, 703097.056609421 7047153.95464173, 703052.935874718 7047177.88393179, 702916.451226764 7047259.69883228, 702915.449919148 7047273.06771334, 703035.787312819 7047497.84926866, 703052.033221698 7047531.39311026, 702885.021964564 7047605.72799913, 702826.06367496 7047626.97770521, 702797.085482882 7047630.30554297, 702759.728733764 7047629.8413862, 702739.773995351 7047625.48652607, 702704.553854965 7047612.5456163, 702574.825354564 7047553.65894653, 702565.381643583 7047548.86389883, 702566.989546224 7047604.79352104, 702540.454384539 7047702.48996764, 702492.333580238 7047793.15804402, 702389.917204147 7047976.83278428, 702365.109385867 7048031.52592095, 702356.224081531 7048051.35365744, 702328.640911619 7048121.53223503, 702278.885843196 7048231.81065055, 702270.780047445 7048257.20954539, 702257.043028423 7048335.52745005, 702250.849248654 7048374.74242217, 702258.581999456 7048393.35155026, 702276.539054839 7048414.97299516, 702282.426611621 7048430.57325645, 702282.341497097 7048465.22278233, 702283.592683819 7048531.51429493, 702280.39100602 7048546.88805623, 702264.896409319 7048582.97976511, 702236.175222414 7048667.3083575, 702169.802186218 7048801.20165531, 702161.275407796 7048816.90772165, 702133.000720696 7048854.66621832, 702124.401728334 7048874.04898572, 702120.490801359 7048888.97698159, 702118.2119936 7048906.57953632, 702118.706500301 7048913.26456579))"
sc_schema_cyclable_pm35_2023.603,603,59350,Oui,Oui,Non,"MULTILINESTRING ((705451.384599999 7060342.3092, 705385.669 7060434.937))"
sc_schema_cyclable_pm35_2023.604,604,59648,Non,Non,Oui,"MULTILINESTRING ((702381.005999997 7053986.806, 702364.480413583 7053977.11880363, 702357.135792525 7053943.54339308, 702353.988097785 7053912.06644569, 702356.086560945 7053878.49103514, 702342.446550408 7053839.66946669, 702351.889634626 7053777.76480348, 702357.135792525 7053728.45091924, 702361.332718843 7053666.54625603, 702363.004860236 7053653.1691249, 702363.304353448 7053650.7731792))"
sc_schema_cyclable_pm35_2023.605,605,59523,Non,Non,Oui,"MULTILINESTRING ((712701.556437607 7053477.65861639, 712704.696598993 7053438.22273789, 712714.195088637 7053414.31252947, 712778.194686719 7053253.20862911, 712788.544952022 7053225.82278196, 712809.563598498 7053187.20787352))"
sc_schema_cyclable_pm35_2023.606,606,59011,Non,Non,Oui,"MULTILINESTRING ((694526.285 7048123.044, 694468.533 7048166.273, 694359.384 7048384.571, 694332.038 7048442.437, 694311.615 7048507.224, 694311.729 7048629.989, 694298.115 7048674.351, 694144.487 7048800.521, 694448.904 7049062.731))"
sc_schema_cyclable_pm35_2023.607,607,59507,Non,Oui,Non,"MULTILINESTRING ((707558.842826686 7056630.46187223, 707504.913999997 7056579.138, 707432.4344 7056510.8423, 707396.954999998 7056477.411, 707395.345799997 7056475.6992))"
sc_schema_cyclable_pm35_2023.608,608,00000,Non,Non,Non,"MULTILINESTRING ((707143.979000002 7050100.56099886, 707152.604000001 7050109.86399886))"
sc_schema_cyclable_pm35_2023.609,609,59585,Non,Oui,Non,"MULTILINESTRING ((704047.83494008 7052884.36024899, 704047.660599999 7052884.2225, 704062.221199997 7052863.6203, 704069.892499998 7052852.2611, 704084.672600001 7052822.7456, 704091.861100003 7052792.6675, 704093.296499997 7052770.2732, 704093.022799998 7052764.4934, 704090.990500003 7052721.5812, 704091.561899997 7052716.5677, 704094.633699998 7052688.2694, 704105.807700001 7052642.1499, 704107.091499999 7052633.1258, 704109.520899588 7052610.17520393, 704109.520900004 7052610.1752, 704112.092100002 7052587.4475, 704119.934900001 7052536.5346, 704121.718999997 7052522.72, 704125.490000002 7052509.0182, 704123.773500003 7052501.4951, 704128.267055219 7052495.76135714, 704128.267099999 7052495.7613))"
sc_schema_cyclable_pm35_2023.610,610,59350,Non,Oui,Non,"MULTILINESTRING ((703925.573700003 7059669.8883, 703908.4934 7059658.2113, 703891.2936 7059646.4525, 703882.155000001 7059640.109, 703865.295000002 7059628.876, 703820.254000001 7059598.879, 703776.722999997 7059569.871, 703715.314900003 7059529.0916, 703699.660631702 7059516.90482468, 703699.660599999 7059516.9048))"
sc_schema_cyclable_pm35_2023.611,611,00000,Non,Non,Oui,"MULTILINESTRING ((701209.315927168 7056634.15345369, 701156.077163834 7056574.75255533, 701143.103374714 7056563.49594764, 701121.196726895 7056544.32638966, 701091.491329697 7056518.46988946, 701048.884276433 7056471.32893767, 701030.239913482 7056445.92057041, 700986.21555875 7056387.63738722, 700965.727292337 7056360.33471539, 700944.600724318 7056332.47489645, 700923.332105657 7056304.72656884, 700879.09277487 7056246.55572583, 700852.222688341 7056210.6728225, 700824.360316982 7056169.10726414, 700784.941219543 7056109.37803759, 700773.811484661 7056082.74603476, 700710.858158255 7055943.13810439, 700710.85814376 7055943.13807224))"
sc_schema_cyclable_pm35_2023.612,612,59350,Non,Oui,Non,"MULTILINESTRING ((703515.432800002 7057968.4326, 703439.261 7058064.605, 703388.798 7058128.963, 703343.524999999 7058185.893, 703314.704000004 7058222.168, 703243.832000002 7058312.219, 703208.321000002 7058355.932, 703169.741999999 7058406.049, 703139.921999998 7058442.709, 703109.497000001 7058481.372, 703061.2984 7058541.9435, 703048.865699999 7058557.5678))"
sc_schema_cyclable_pm35_2023.613,613,59343,Non,Non,Oui,"MULTILINESTRING ((707739.916221372 7054511.59708793, 708189.707888497 7054385.92000447, 708194.999555169 7054372.69083779))"
sc_schema_cyclable_pm35_2023.614,614,59343,Non,Oui,Non,"MULTILINESTRING ((707736.049199998 7055750.7181, 707717.300000828 7055744.24000029, 707717.299996997 7055744.23999359, 707701.641007026 7055710.76901501, 707701.641000003 7055710.769, 707691.659000002 7055696.7, 707678.497000001 7055685.922, 707660.962186603 7055685.63570299, 707654.537199996 7055685.5308, 707626.349102553 7055693.17147456, 707611.532719994 7055697.18760788, 707588.636005187 7055703.39399859, 707588.636 7055703.394, 707588.635995516 7055703.39399767, 707547.561026074 7055682.06401354, 707547.560999997 7055682.064, 707522.033 7055664.479, 707522.032975939 7055664.47897938, 707477.556028632 7055626.35502454, 707477.556000002 7055626.355, 707477.555990052 7055626.35498818, 707419.804005413 7055557.71100644, 707419.803999998 7055557.711, 707415.341899999 7055550.2062))"
sc_schema_cyclable_pm35_2023.615,615,59350,Non,Non,Oui,"MULTILINESTRING ((705009.261524087 7059843.6173953, 704970.737939227 7059637.86417252, 704974.841048477 7059627.39118848, 705021.099285144 7059509.31932029, 705140.249199511 7059259.7142763, 705141.481387913 7059257.23855172, 705216.581313291 7059106.34707203, 705217.247155709 7059094.89640901, 705226.37771658 7058937.87580956, 705234.345685548 7058754.58324445))"
sc_schema_cyclable_pm35_2023.616,616,59560,Non,Non,Oui,"MULTILINESTRING ((700519.145278096 7050882.49087508, 699933.965 7051329.57299886))"
sc_schema_cyclable_pm35_2023.617,617,59507,Non,Oui,Non,"MULTILINESTRING ((706976.318999998 7055509.878, 706993.049610814 7055546.63828488, 707021.372829941 7055557.3726556, 707134.925999999 7055595.859, 707228.645000003 7055670.062, 707251.563000001 7055718.86, 707262.978 7055877.928, 707235.762000002 7056066.827, 707207.258000001 7056119.115, 707179.941 7056157.279))"
sc_schema_cyclable_pm35_2023.618,618,59350,Non,Oui,Non,"MULTILINESTRING ((703268.490241955 7059440.79448688, 703169.773999997 7059289.181, 703167.672296212 7059285.97247788, 703079.526799999 7059151.407, 703068.604000002 7059134.732))"
sc_schema_cyclable_pm35_2023.619,619,59437,Non,Option,Non,"MULTILINESTRING ((701835.201099999 7052710.4845, 701866.472400002 7052614.1043, 701906.316100001 7052609.728, 702362.844800003 7052559.5847, 702368.198899999 7052553.8231, 702439.0189 7052477.6128, 702442.9102 7052442.9016))"
sc_schema_cyclable_pm35_2023.620,620,00000,Non,Oui,Non,"MULTILINESTRING ((708009.136 7053156.46, 708393.478100002 7053119.6871, 708609.8301 7052736.7307, 708841.367600001 7052282.6116, 708860.649099998 7052250.5534, 708878.734399997 7052212.1424, 708914.632100001 7052128.9695, 708915.3847 7052127.3908, 708956.565899998 7052043.9124, 709004.6664 7051924.5486))"
sc_schema_cyclable_pm35_2023.621,621,59350,Non,Oui,Non,"MULTILINESTRING ((703699.660599999 7059516.9048, 703508.961199999 7059387.2867, 703400.512999997 7059313.5746, 703373.673100002 7059295.3315, 703364.529100001 7059289.1164, 703230.625200003 7059198.1021, 703227.012821312 7059195.64677081, 703177.3182 7059161.8694, 703116.131499998 7059128.2861, 703111.1426 7059125.5479, 703090.947999999 7059114.4637, 703081.943099998 7059121.2559, 703068.604000002 7059134.732))"
sc_schema_cyclable_pm35_2023.622,622,59560,Oui,Oui,Non,"MULTILINESTRING ((701317.723200001 7049047.4961, 701248.465999998 7048848.771, 701234.061999999 7048817.757, 701189.960000001 7048751.861, 701169.538999997 7048719.151, 701120.946000002 7048640.289, 701108.567000002 7048612.258))"
sc_schema_cyclable_pm35_2023.623,623,59256,Non,Oui,Non,"MULTILINESTRING ((709588.781199999 7051407.9009, 709590.539999999 7051404.3998, 709591.405000001 7051402.678, 709604.390000001 7051372.173, 709621.870999999 7051326.621, 709634.787000001 7051274.105, 709650.866999999 7051240.07, 709654.858099997 7051234.819))"
sc_schema_cyclable_pm35_2023.624,624,59350,Oui,Oui,Non,"MULTILINESTRING ((705521.480999999 7059187.512, 705536.983000003 7059186.624, 705545.641000003 7059175.665, 705544.752999999 7059160.039, 705533.160999998 7059150.511, 705515.423000001 7059152.921, 705509.006999999 7059162.857))"
sc_schema_cyclable_pm35_2023.625,625,59560,Oui,Oui,Non,"MULTILINESTRING ((702583.861900002 7051442.1028, 702593.934 7051453.487, 702666.987000003 7051540.387, 702761.603 7051661.742, 702829.854999997 7051757.44, 702857.949000001 7051794.713, 702894.601000004 7051852.544, 702912.934 7051889.152, 702947.712700002 7051964.1207))"
sc_schema_cyclable_pm35_2023.626,626,59350,Non,Non,Oui,"MULTILINESTRING ((703533.981 7060858.964, 703450.587 7060966.979, 703389.43 7061047.651, 703371.504 7061073.861, 703356.868 7061113.798, 703349.378 7061155.325, 703347.564 7061200.937, 703347.335 7061202.639))"
sc_schema_cyclable_pm35_2023.627,627,00000,Non,Non,Non,"MULTILINESTRING ((707061.153000002 7050140.15899886, 707064.670000002 7050154.90899885, 707065.690000001 7050165.68699886, 707064.556000001 7050179.98299885, 707050.148000001 7050295.48699886, 707042.091000001 7050358.34599886))"
sc_schema_cyclable_pm35_2023.628,628,59350,Oui,Oui,Non,"MULTILINESTRING ((703725.422807956 7060145.85599014, 703722.103591812 7060168.39554207))"
sc_schema_cyclable_pm35_2023.629,629,59350,Oui,Oui,Non,"MULTILINESTRING ((703297.949208644 7059857.24456905, 703218.693999998 7059915.24, 703172.961543255 7059954.22759826, 703172.886 7059954.292, 703098.522 7059932.183, 702996.355056615 7059901.33204496, 702923.456 7059879.319, 702898.743000001 7059856.773, 702871.656000003 7059820.366, 702843.456410764 7059783.15860314))"
sc_schema_cyclable_pm35_2023.630,630,59350,Non,Non,Oui,"MULTILINESTRING ((704151.003667018 7060058.67631566, 704213.705655179 7060179.29996252, 704222.062419716 7060185.65629409))"
sc_schema_cyclable_pm35_2023.631,631,59560,Non,Oui,Non,"MULTILINESTRING ((703080.582900003 7049512.2566, 703097.993299998 7049505.1174, 703139.584299997 7049507.0373, 703164.375 7049501.9583, 703170.0946 7049501.0262, 703191.484399997 7049491.0509, 703205.886699997 7049484.3343, 703242.059199996 7049445.0884, 703325.511 7049316.9996, 703331.143200003 7049309.6853, 703386.237899996 7049224.0505, 703395.687299997 7049209.3632, 703458.987400003 7049123.9216, 703464.3314 7049116.7084, 703472.4705 7049111.6255, 703488.862000004 7049096.677, 703549.156999998 7049055.751, 703574.627300002 7049024.0536, 703580.199699998 7049016.5083, 703603.090099998 7048974.0742, 703651.696500003 7048872.8735, 703653.429099999 7048869.2661, 703664.204700001 7048852.4556, 703675.343000002 7048829.03, 703680.574451001 7048820.49960972))"
sc_schema_cyclable_pm35_2023.632,632,59368,Non,Non,Oui,"MULTILINESTRING ((704705.177264607 7061988.44214808, 704815.954000002 7062007.13199775, 704815.956156115 7062007.13219476, 704832.309600568 7062008.62645412, 704860.497641464 7062011.20207323, 704876.382482031 7062012.65351495, 705125.788479273 7062035.44242934, 705136.914000001 7062036.45899888, 705219.570421907 7062042.18624934, 705221.477400287 7062042.33800669, 705221.477433751 7062042.33800935, 705221.514999932 7062042.34099887))"
sc_schema_cyclable_pm35_2023.633,633,00000,Non,Non,Non,"MULTILINESTRING ((706764.224000001 7050870.84899886, 706753.104000001 7050868.01299886, 706720.315000001 7050853.60199886, 706674.250000001 7050832.49999886, 706659.954000001 7050827.16699886, 706650.989000001 7050825.57799886))"
sc_schema_cyclable_pm35_2023.634,634,59350,Non,Oui,Non,"MULTILINESTRING ((704846.734200001 7059025.7887, 704829.932999998 7059028.897, 704729.012999997 7059115.337, 704653.539999999 7059180.041, 704597.571999997 7059229.687, 704583.499018577 7059242.07738398, 704579.204999998 7059245.858, 704514.295000002 7059302.964, 704471.717 7059339.361, 704432.75 7059373.849, 704398.343099997 7059403.684))"
sc_schema_cyclable_pm35_2023.635,635,00000,Non,Non,Oui,"MULTILINESTRING ((705197.46131111 7061884.86160355, 705223.391411754 7061884.88576121, 705223.563275476 7061884.88592132, 705228.319025433 7061885.94820088, 705228.738729436 7061883.83483935, 705260.899345333 7061721.89450013, 705268.488717022 7061712.09555453, 705320.26140774 7061651.52512776, 705388.782968284 7061561.33026157, 705416.948610393 7061538.96541404, 705435.226034697 7061512.84940361, 705444.976000001 7061498.91799888, 705484.489000001 7061441.03499888, 705484.529226245 7061440.97676847, 705510.916000001 7061402.77999888, 705520.696000001 7061391.31099888, 705527.297789167 7061386.85863317, 705561.849999484 7061363.55599923, 705561.881821494 7061363.53672136, 705569.813000001 7061358.73199888, 705576.278000001 7061354.42299888, 705576.313166805 7061354.39840985, 705582.618000001 7061349.98999888, 705740.21219574 7061245.65764346, 705751.649266121 7061216.02844899, 705791.25579831 7061145.64426147, 705804.260714655 7061107.65944154, 705806.011037602 7061101.09164381, 705806.428301017 7061101.36389036, 705814.35115557 7061072.21687217, 705865.510000002 7060884.01099775, 705866.319538705 7060881.46610292, 705868.584000001 7060874.18199888, 705913.290280228 7060711.16967113, 705929.646000002 7060651.46299775, 705950.647602847 7060570.58062944, 705954.048383555 7060557.48338158, 705963.289291925 7060524.01407855))"
sc_schema_cyclable_pm35_2023.636,636,59360,Non,Non,Oui,"MULTILINESTRING ((701506.653771509 7056711.41986564, 701571.776876833 7056583.49401183, 701716.159524998 7056534.50933634, 702002.1699 7056340.3093))"
sc_schema_cyclable_pm35_2023.637,637,59343,Non,Oui,Non,"MULTILINESTRING ((706789.577 7053814.566, 706789.376000002 7053795.146, 706800.708999999 7053776.427, 706734.454000004 7053664.641, 706726.25 7053639.834))"
sc_schema_cyclable_pm35_2023.638,638,59011,Non,Non,Oui,"MULTILINESTRING ((695376.603267702 7047191.67551914, 695498.076000417 7047328.21028244, 695457.453462875 7047461.92613518, 695420.216136796 7047526.24515295, 695376.208387792 7047612.56804523, 695355.897119021 7047688.73530312, 695280.038677255 7047822.57875518, 695208.92358003 7047948.05312408, 695189.07983001 7047971.20416577, 695171.881913326 7047982.44895745, 695130.871496617 7047994.35520746, 695123.595454943 7047998.9854158, 695068.69441322 7048063.1468742, 695027.683996512 7048126.64687426, 694995.933996479 7048187.50104099, 694981.381913131 7048217.92812436, 694978.736079795 7048221.89687436))"
sc_schema_cyclable_pm35_2023.639,639,59256,Non,Oui,Non,"MULTILINESTRING ((711634.424599998 7052183.3628, 711620.240999997 7052169.088, 711603.807999998 7052149.599, 711537.9375 7052086.2295, 711524.717 7052073.511, 711457.027000003 7052013.957, 711442.906099997 7052001.5214, 711394.304300003 7051958.7198, 711397.734899998 7051955.7571, 711397.748099998 7051949.2907, 711397.912699997 7051949.0453, 711398.909000002 7051947.561, 711401.263999999 7051931.158, 711392.107000001 7051914.106, 711376.659000002 7051906.613))"
sc_schema_cyclable_pm35_2023.640,640,59560,Non,Non,Non,"MULTILINESTRING ((702368.619000001 7050560.75999886, 702379.965000001 7050553.38599886, 702389.383000001 7050548.73299886))"
sc_schema_cyclable_pm35_2023.641,641,59286,Oui,Oui,Non,"MULTILINESTRING ((698804.215000004 7057061.279, 698759.302000001 7057061.5688))"
sc_schema_cyclable_pm35_2023.642,642,59360,Non,Oui,Non,"MULTILINESTRING ((702690.034999996 7056102.7266, 702689.720840476 7056101.41388553, 702688.127400003 7056094.7557, 702637.561700001 7055883.4735, 702595.918300003 7055674.8132, 702604.203199998 7055616.6055, 702626.395300001 7055562.5122, 702665.424099997 7055500.7549, 702671.080600001 7055491.8044, 702675.615199998 7055487.0907))"
sc_schema_cyclable_pm35_2023.643,643,00000,Non,Oui,Non,"MULTILINESTRING ((704129.876199998 7052100.1179, 704119.547600001 7052092.097, 704196.790299997 7051963.6301, 704167.112599999 7051884.0256, 704151.339699999 7051844.4143, 704147.262100004 7051828.4622, 704146.052299999 7051812.3309, 704147.8446 7051787.4618, 704151.048000001 7051725.4292, 704148.830399998 7051636.8134, 704151.698200002 7051554.9022, 704150.129900001 7051537.1577, 704148.113499999 7051525.0593, 704116.702299997 7051380.5497, 704112.803900003 7051359.9374, 704110.204899997 7051341.9241, 704106.620200001 7051319.3851, 704099.898800001 7051290.1695, 704099.271499999 7051268.8404, 704096.986199997 7051248.9899, 704139.644599996 7051222.2836))"
sc_schema_cyclable_pm35_2023.644,644,59350,Non,Oui,Non,"MULTILINESTRING ((705292.047899999 7057231.8049, 705319.017800003 7057232.1849, 705319.098999999 7057232.186))"
