FID,objectid,ligne,name,rgbhex_fond,rgbhex_texte,sens_libel,sens,variante,color,type_ligne,geom
ilevia_traceslignes.1,1,L3,Aller Variante 1 Wattrelos Quartier Beaulieu vers Z.I. Roubaix Est,003770,FFFFFF,Wattrelos Quartier Beaulieu vers Z.I. Roubaix Est,Aller,Variante 1,"000,057,116",Urbaine,"LINESTRING (50.70310778395442 3.235221632310612, 50.70324168310117 3.235073169599502, 50.703252180174864 3.235023837048221, 50.70322591121697 3.234966110449769, 50.703601649124074 3.234494842798039, 50.7037462065896 3.234326821233953, 50.70425965035379 3.23371843765361, 50.70467102499931 3.23329111418314, 50.70489518186311 3.233042719681344, 50.70536289698332 3.232520822334108, 50.70542063688132 3.232455808826114, 50.70543698030122 3.232380002377794, 50.70531478604766 3.231689422566711, 50.70524422932204 3.231295513316515, 50.70517242049157 3.230896534700303, 50.705044736651686 3.230507018588191, 50.705035543401806 3.230433631494606, 50.704983448285056 3.229483631535874, 50.70502022131463 3.229430405731735, 50.7050745493907 3.229415405253785, 50.7051136859684 3.229404599281243, 50.705686020438336 3.229395684635066, 50.70594209131313 3.229391696055998, 50.706106034162474 3.229222341224644, 50.70611624865124 3.22914129284107, 50.7058261563042 3.228444115452, 50.705375230243575 3.227668997835569, 50.705262805097874 3.227469377401118, 50.70494531412399 3.226941478952075, 50.70488210944238 3.226834496121861, 50.70471499955731 3.226536940858423, 50.70441346263821 3.225992905881064, 50.70434122093958 3.225854123824942, 50.70429732734063 3.225769801042871, 50.70434581490392 3.225663202397053, 50.70460516683492 3.225289770079131, 50.70495885189911 3.224763541292038, 50.70540661810853 3.224130752474608, 50.70546970470944 3.224070155097327, 50.70554407303407 3.224009464269366, 50.705671241797 3.223886944337238, 50.70607509349232 3.223294748961302, 50.70609542164942 3.223326146182345, 50.70613007582716 3.223343454975856, 50.70617464809373 3.22335048506031, 50.70621540960564 3.223331744025208, 50.70625020490698 3.223299942036501, 50.70626870152742 3.22327237856249, 50.7062865091733 3.223233381553322, 50.70630217443514 3.223176503490496, 50.70630738175636 3.223107616049951, 50.70629841927687 3.223051083136202, 50.70628926774823 3.223014159331645, 50.706254825485054 3.222952686398988, 50.70623131563252 3.222921068497183, 50.70621134663921 3.222905367339156, 50.706174314432815 3.22289343237101, 50.706148425410746 3.222894287277159, 50.70611405730579 3.222905176237947, 50.70607915086654 3.22289249442075, 50.70601890375363 3.222870606147602, 50.7059187103093 3.222954228573662, 50.70588968195019 3.222973850865155, 50.705851767628154 3.222987178402307, 50.705825504454324 3.222997870131186, 50.70579742259926 3.22299896403014, 50.70577696374269 3.223000309668223, 50.70575327200163 3.222995657356595, 50.705723668954285 3.222987283388752, 50.70564655873666 3.22294856034911, 50.705556514513496 3.222886316863155, 50.70542778284276 3.222797330187426, 50.705336670522776 3.222734348282941, 50.70515069008762 3.222535504869678, 50.70500767409876 3.222326237044046, 50.7047923908652 3.222022350797574, 50.70442551137209 3.221504479767099, 50.70404450435426 3.220986563065243, 50.703708936621084 3.220528666718907, 50.70356548475506 3.220285097888925, 50.70339337393174 3.219853729562524, 50.703242095392426 3.219472056745678, 50.70318295731076 3.219322691579973, 50.7031590822333 3.219262390254155, 50.703148342842255 3.219229978065982, 50.70306178014024 3.218968726138794, 50.702858958760615 3.218550450372164, 50.70243191410475 3.217804025468141, 50.70231680429948 3.217602827923735, 50.70210487919656 3.217127684538136, 50.70189479607477 3.216656056490724, 50.701788725820975 3.216418969453215, 50.701764399605736 3.216366157922931, 50.70168888689893 3.216175316256679, 50.70135331035662 3.215573829481204, 50.70121446816302 3.215329749107084, 50.70102342291054 3.214994468443421, 50.701009762516236 3.21496600341247, 50.700987165769504 3.214913016229759, 50.70088053856028 3.21466298607129, 50.700856972083066 3.214603773143398, 50.700775376231725 3.214343316278137, 50.700542068064934 3.213691029758487, 50.70025538939676 3.212916204698432, 50.69993723521461 3.212067667853386, 50.699662379441456 3.211326349577723, 50.69953024808345 3.210965264209047, 50.69906524240981 3.209694950143496, 50.6989294535634 3.209322100941402, 50.69865610349694 3.208588403040472, 50.69861911640298 3.208489638251038, 50.69805922616155 3.206973709879935, 50.69745045711892 3.205344622514132, 50.69694321261681 3.203965459394808, 50.69656401890313 3.202934358315084, 50.69654972137525 3.202881363906799, 50.69650413502542 3.202674947415268, 50.696476161561534 3.202571248480537, 50.69631505480589 3.20222253218898, 50.696276409823334 3.2021309369154, 50.696225435695844 3.201710907160845, 50.696155812407795 3.201123388906028, 50.69607147691743 3.200386046953716, 50.69600164618782 3.199790677675451, 50.69592829272785 3.199362796897444, 50.69586612868889 3.199232600758572, 50.69580334292593 3.199108947139238, 50.69561850778267 3.199085721194867, 50.69534653770771 3.199055952730956, 50.69524303325346 3.199000014188875, 50.695158592513515 3.198836124074363, 50.6951597322055 3.198246643063682, 50.695119324927425 3.198042843579969, 50.694993958535534 3.197764132247505, 50.69473897676577 3.197194278795451, 50.694671837897765 3.196949588564605, 50.69463288073278 3.196685270775132, 50.694632051856566 3.196142895905154, 50.69462956522786 3.194643350426266, 50.69462624972273 3.194242293978381, 50.69464365612206 3.193979284692815, 50.69464572831205 3.193620100369995, 50.69464697162595 3.193200724867392, 50.69457030053826 3.192640685194651, 50.69447788062814 3.192518994331182, 50.694423796246504 3.192518994331181, 50.694353438839556 3.192517751126454, 50.69431998498711 3.192518551301155, 50.69409256266071 3.192407602022123, 50.69376672577001 3.192226287491519, 50.69346259515697 3.191915819707427, 50.69311334940399 3.191372901172622, 50.69292123778687 3.190826781939008, 50.69285939694059 3.190557923239383, 50.69283607987905 3.190417892666662, 50.69281174901985 3.190141032220025, 50.692800597371836 3.18991018181871, 50.69280782932524 3.189564839321173, 50.692808707661555 3.189522897263299, 50.692859935606926 3.189097613988173, 50.692909690582326 3.188685241321659, 50.69292115839007 3.188593089495121, 50.69295317196243 3.188335838093973, 50.692994464894085 3.187916853357136, 50.69299124350142 3.187558977628733, 50.69288052828311 3.186957815196666, 50.692660027208916 3.185768366935227, 50.69264836310939 3.185705506246229, 50.69262856890804 3.185345138099679, 50.69254567040714 3.184854054340755, 50.69251892892397 3.184598662643804, 50.69252092297265 3.184532273127319, 50.69250743876655 3.184432875615955, 50.692352519876245 3.183608490365079, 50.69219592745623 3.182737364761588, 50.69208678698176 3.182147435910741, 50.692030810480865 3.181866098354703, 50.69202693312495 3.181846610745913, 50.69200175283109 3.18180372983484, 50.69192348128332 3.181734124643181, 50.69187699129474 3.181707000073286, 50.691789179589854 3.181655851060736, 50.69175262594874 3.1816170565393, 50.69172722854969 3.181557131707025, 50.69171136698979 3.181519706526289, 50.6916995179205 3.181491748776485, 50.69161916280606 3.181198036424731, 50.69153399526066 3.180898958717136, 50.691270753235884 3.179973293872921, 50.691277884489296 3.179926859018932, 50.69133958629878 3.179876249969679, 50.691381551890906 3.179854676700608, 50.691406246865384 3.179859317413106, 50.69159641313704 3.180435002688879, 50.69180792038905 3.181087257936178, 50.69191759019633 3.18142672326327, 50.69186215701394 3.181767704056321, 50.69183010763312 3.181954162530842, 50.69187622235696 3.182184911133141, 50.691907083521116 3.182325420819093, 50.69207308985738 3.18319938008942, 50.692310567678845 3.18445707151703, 50.69234971741681 3.184628120828479, 50.69232916999684 3.184643109307266, 50.69226555058129 3.184701664857161, 50.69182922682479 3.185078841108722, 50.69179720955721 3.185109100261601, 50.691400152176975 3.185527821512249, 50.69044707640985 3.186529808380012, 50.69039112224055 3.186623039283476, 50.69018346951773 3.186105853113731, 50.69015984429941 3.186054167209354, 50.68984276784954 3.18538944722395, 50.68953480788656 3.184748280308896, 50.68930145329784 3.184254320083522, 50.68911721426348 3.183829710565285, 50.689018359050245 3.183601376633292, 50.688837227574034 3.183164336327928, 50.688747697798924 3.182957592710421, 50.68861588976353 3.182657291063472, 50.68856863773614 3.182661216575197, 50.68814046587987 3.183214713728399, 50.68774545004359 3.183723067496766, 50.68743975607218 3.18411300166143, 50.687412398955296 3.184159453550174, 50.68654297318066 3.185990050517853, 50.68616058654096 3.186797397429257, 50.68613571575729 3.186847447703749, 50.68585990824521 3.187324070252339, 50.685706537219566 3.187585771033994, 50.68563752009447 3.18770582626758, 50.68531046458972 3.188273716963773, 50.68528061910697 3.188324094364242, 50.68482526588014 3.189084335134948, 50.68468266914995 3.189368934734999, 50.68462940252764 3.189478849063294, 50.68445094853911 3.189857006692785, 50.68420699814431 3.190391530539316, 50.684177566490135 3.190455647230822, 50.683938589065235 3.190984937061718, 50.68383018866989 3.191281313196943, 50.68372779877393 3.191550210750093, 50.683646342684966 3.191760225627371, 50.68355493759235 3.192007532866034, 50.683418969596836 3.192387653251387, 50.68335202179572 3.19250803561095, 50.68332528410235 3.192552524743831, 50.68309552585337 3.192859041784344, 50.68279560518337 3.193171774218424, 50.682528535302254 3.193422025590882, 50.6822602370155 3.193670145312535, 50.682226227359074 3.193707279442887, 50.68199449461739 3.193946081406148, 50.68186722766963 3.194078240300882, 50.6816595372188 3.194281058406666, 50.68162662358922 3.194315760135963, 50.681367483921946 3.194570237770396, 50.68104433695654 3.194886241464241, 50.68069133936406 3.195227106732349, 50.68048654565059 3.195424690822498, 50.6799565237628 3.195936315850634, 50.67979898774968 3.19609071931181, 50.67922273309132 3.196655993000186, 50.67879613425753 3.197074714250836, 50.67860501340558 3.197263138813627, 50.67750498386957 3.199012092992456, 50.67706565373974 3.199710041122107, 50.67679243596199 3.200145772923564, 50.67613612636412 3.201186033530644, 50.67576173970963 3.201786636824543, 50.67535044993147 3.202435654763049, 50.67531811046142 3.202478835392022, 50.67510002576101 3.202703898064247, 50.674900597609984 3.202876620580139, 50.67478782289592 3.202964290341993, 50.67445861868796 3.203072896166379, 50.674328428981234 3.203074204670289, 50.67428862568671 3.20308859821328, 50.674152216223426 3.203144863881335, 50.6739391015572 3.203311043877686, 50.67366420708603 3.203571436155433, 50.67321889950389 3.204021561499882, 50.67299624412865 3.204254475195555, 50.67271180760643 3.204521409992843, 50.67268112484652 3.20455412259055, 50.67254595461141 3.204709834555635, 50.6723784424916 3.204999013919366, 50.67234858878375 3.205052662579604, 50.671994489189515 3.205625787291429, 50.67170009522176 3.205867860514461, 50.671458773719095 3.206083763659327, 50.67142477299528 3.206115167753125, 50.67098690781507 3.206488091366984, 50.670956223927774 3.206531271995957, 50.670747863216285 3.207143651825029, 50.670729204002974 3.207194683477452, 50.67054551401831 3.207716122284899, 50.670429100636746 3.207833233384692, 50.67027443521667 3.207997450625181, 50.670065034841336 3.208223821801312, 50.66981561911608 3.208490102346647, 50.669424802949855 3.20918818918171, 50.66918098177322 3.209646165549608, 50.668949184616544 3.209952355464145, 50.66857639931131 3.210444352933657, 50.66847563481069 3.210662873086339, 50.6683960182622 3.210618383953459, 50.6679496240197 3.210677920881285, 50.667807390684814 3.210645862535531, 50.66768381735017 3.210554921513908, 50.66765287212874 3.210515993521895, 50.66737566011112 3.209940906054177, 50.66732672797693 3.209940251802222, 50.66713327967431 3.21014437840963, 50.66685689395745 3.210614131315023, 50.666857723324384 3.210690024541705, 50.66697383455007 3.21079405060242, 50.66704101305665 3.210886300127958, 50.66723715715853 3.211156506185034, 50.66728443066734 3.21116370295653, 50.667199473091266 3.21128899220542, 50.666726320321054 3.212186625887527, 50.666606476312275 3.212541230446671, 50.66652022161152 3.212819941779133, 50.66620340010057 3.213582799557658, 50.66602549807929 3.213911234038636, 50.66598900527365 3.213964882698876, 50.66586376838413 3.214095733089703, 50.66489711082153 3.214967196692617, 50.664469967077565 3.215358439361193, 50.66401130160477 3.215774543604024, 50.66385039439185 3.215923713049567, 50.663286385374334 3.21645365713242, 50.66297120091393 3.216740219488333, 50.662646061043226 3.217029398852061, 50.6623308722849 3.217315961207974, 50.661848131716845 3.217773937575871, 50.661603441733035 3.218005542767637, 50.6611018263868 3.218497448498163, 50.66111109433098 3.218802963326829, 50.661406029901585 3.218965330384358, 50.661238892765304 3.219818474932554, 50.66103608784831 3.220956873332756, 50.66096102077553 3.221375594583407, 50.66091125248435 3.222065176143067, 50.660866460977225 3.22262652431972, 50.66075323781027 3.222973277855411, 50.660619692185584 3.223407701152961, 50.66059148995543 3.223685758233469, 50.6606118121524 3.223943533503398, 50.66068812399724 3.224523200734765, 50.66074701674923 3.225071463872333, 50.660829134688605 3.226406792110727, 50.66086646097722 3.22702833146716, 50.66091705878771 3.227708753499464, 50.660965997601764 3.228323750336354, 50.66097429231097 3.228394409547401, 50.661004153251916 3.228588068125826, 50.66112442629407 3.228954449220144, 50.66121525297348 3.229214841497891, 50.661335110742755 3.22947621515357, 50.66131395939392 3.22955537964002, 50.66131437412636 3.229568464679105, 50.661331792884745 3.229674126369699, 50.66135812837622 3.229710764479129, 50.661395454244364 3.229731046289707, 50.661451546673746 3.229730064911776, 50.66145797500704 3.229724503770165, 50.66151313421777 3.229658424322797, 50.66151665942829 3.229646320661646, 50.66151686679358 3.229637815386242, 50.6615187330814 3.229557996647838, 50.661715729710174 3.229487664562768, 50.66183330519903 3.22946411149242, 50.66191459178465 3.229441866925979, 50.66229572446001 3.229261293386637, 50.6625470463816 3.229146799294664, 50.66260635152336 3.22911932071259, 50.66302998712345 3.228880518749329, 50.663175137942886 3.228796120247246, 50.663332937110404 3.228734620563558, 50.663628627683764 3.228542924740995, 50.6639400753485 3.228405531830625, 50.664280757745246 3.228166729867366, 50.66443440614889 3.228058778294934, 50.66445597079689 3.228047001759759, 50.664483756001815 3.228113735459082, 50.66453808225053 3.228140559789201, 50.6645677335735 3.228134671521613, 50.66460256867028 3.22811177270322, 50.664631597897866 3.22807709734965, 50.66465730948442 3.228011672154237, 50.66465938299886 3.228001858374923, 50.664660212404605 3.227969145777217, 50.664740249990295 3.227946901210776, 50.665015611419264 3.22764398255601, 50.66515992670394 3.227494813110467, 50.665501636988786 3.227237037840537, 50.66580892530331 3.227018517687856, 50.665959043829645 3.226912528871285, 50.665999268878146 3.226891592808754, 50.66612492009618 3.226827476117248, 50.666253059110886 3.226867712612428, 50.66627358620209 3.227113057095229, 50.66639768160786 3.227272694572039, 50.666555884632025 3.227264843548589, 50.66656169023746 3.227261245162842, 50.66666670936878 3.227109131583505, 50.6666909684437 3.226930520800024, 50.6668553907323 3.22695669087819, 50.667818794247935 3.227113711347184, 50.66771180798299 3.227947882588709, 50.66776613049683 3.22850465100168, 50.668251712923976 3.230539374579052, 50.6684752201415 3.231464486842203, 50.66906943730937 3.233958495291381, 50.669666964225655 3.236472131299183, 50.66979053234051 3.236996841366402, 50.670129039902264 3.237902050046352)"
ilevia_traceslignes.2,2,L6,Aller Après 22h Mons vers Villeneuve d'Ascq,004F9F,FFFFFF,Mons vers Villeneuve d'Ascq,Aller,Après 22h,"000,091,170",Urbaine,"LINESTRING (50.624695231550106 3.128165350855339, 50.624516558905086 3.127745538764479, 50.624350621882236 3.127312354466587, 50.62434801301783 3.127183365970795, 50.62440316739917 3.127111830022441, 50.62446403942199 3.127075751033021, 50.62451609299022 3.127101606232853, 50.62483098097742 3.127896036703579, 50.62487184511622 3.128021323801977, 50.624853095875544 3.128221554320692, 50.624877171292034 3.128311055836516, 50.62496983306599 3.12828538692266, 50.625603857346746 3.127910208952347, 50.62565651360214 3.127872840127055, 50.62608380477082 3.128826028694737, 50.626653445550744 3.130031426864595, 50.62734765402027 3.131504757928397, 50.62788064199168 3.132614961790477, 50.62798103981322 3.132825707836536, 50.62801531005598 3.132897348285792, 50.62803106158778 3.132957076622874, 50.62796720399381 3.13305908456935, 50.62794506667435 3.133193976656471, 50.62794932385195 3.133255047203376, 50.62800786000535 3.133416615710708, 50.628114076330235 3.133461579739747, 50.62815239077735 3.133454197585726, 50.628250092476094 3.133364269527647, 50.62828755538297 3.133201862139176, 50.628545112059776 3.133149012627431, 50.62917643923503 3.13303224037291, 50.62943441674672 3.133151025942164, 50.629650461180994 3.133361249555546, 50.629827765871504 3.133641016415338, 50.62985926771536 3.133679940500179, 50.62997697374242 3.133797803300181, 50.630060730021626 3.133881901134343, 50.63008244064652 3.133901866505448, 50.63050100676362 3.134271309758976, 50.630761318314654 3.134502169848374, 50.63091903704055 3.134646960732929, 50.631196586657865 3.134893591787737, 50.631557781827205 3.135116482506317, 50.63189949927505 3.135251206817207, 50.6322810684073 3.135289459797137, 50.63256063194428 3.135275366594005, 50.634143375044296 3.135199531739058, 50.634526043315944 3.135185438535926, 50.634837836907 3.135228389250231, 50.63540374231202 3.135431566262049, 50.63583428556125 3.135524178739772, 50.635875360415554 3.135524849844684, 50.63613798324688 3.135495321228599, 50.63633377889241 3.135474516976355, 50.63657639410432 3.135407406485253, 50.63677218792359 3.135352375882547, 50.63722272342959 3.135227047040411, 50.637309765455186 3.135594141426752, 50.63751194068719 3.136172633860067, 50.63788340880712 3.137401175287839, 50.63811388568918 3.138162837417811, 50.63824966009163 3.138878696637609, 50.63829839406833 3.139418936090996, 50.638250936965015 3.139440411448147, 50.638201777314215 3.139502153099964, 50.63818815731531 3.139564062528006, 50.63818219856453 3.139624797522455, 50.6381826241896 3.139714054475625, 50.63823529526352 3.139825625667085, 50.638297542820276 3.139854818730714, 50.63826253523011 3.140465775864103, 50.63811686506903 3.14139995390027, 50.63803535768181 3.141925093493159, 50.63798662343237 3.142241519458715, 50.63765676146356 3.142115351735439, 50.63726560601249 3.141965192011595, 50.6371983558899 3.142006800516079, 50.637143449072916 3.142154275820279, 50.63711322901445 3.142329434202062, 50.63703959414286 3.142762464645909, 50.63698489995835 3.143146001102568, 50.63696872579044 3.143602687994532, 50.637141959352164 3.144680146929205, 50.63729071837538 3.145581944153415, 50.63748778611315 3.146771477608235, 50.637549502621376 3.147138571994573, 50.63780488041465 3.147691226888814, 50.63783510002837 3.147740553099775, 50.63816879137255 3.148117714059779, 50.638504182836265 3.148375418345618, 50.63905833962973 3.148820696454096, 50.639302217622664 3.149152893385058, 50.63928306494649 3.149285101052534, 50.63930945307607 3.149399859992321, 50.639334989961526 3.149442475154172, 50.63942271099794 3.149494598239857, 50.63947203767659 3.14947401708499, 50.63956250902561 3.149802704698371, 50.639788692980396 3.150891558433334, 50.640128328958966 3.152521001157338, 50.64016748482877 3.152559589689725, 50.640761202987385 3.152805214087166, 50.64118765398225 3.152987754622967, 50.6412706454925 3.153023658735707, 50.641321717118274 3.153073320499125, 50.641630699270515 3.153383370968027, 50.64166900270156 3.153399477485891, 50.64184775163368 3.153344446883185, 50.6424274042076 3.153018289896421, 50.64258018956173 3.153012921057132, 50.642770425784676 3.15308271596788, 50.64373351144362 3.15406689131992, 50.64405567046864 3.154371572949533, 50.64444847168123 3.155539631047197, 50.644514009158726 3.155655061091895, 50.644497837581866 3.155751700199085, 50.64452507391863 3.155860083642219, 50.64456167272131 3.155927194133322, 50.64461018736928 3.155939274021722, 50.64457188633556 3.156256706644643, 50.644441662587425 3.156852647805648, 50.64430590607362 3.157414362616187, 50.64413355005993 3.158133115975911, 50.64411993178006 3.158177408900039, 50.64410290892467 3.158362633855486, 50.64414248705396 3.158537792237267, 50.64421313180408 3.158591480630151, 50.64463316797452 3.158560609804243, 50.64485190872843 3.15859148063015, 50.644914041130434 3.158756572438266, 50.645042561317645 3.158795496523107, 50.64489616743415 3.159743767762406, 50.6448221191915 3.160271927327396, 50.64517065559155 3.161605077233174, 50.64565324018515 3.163475446620243, 50.64562940896352 3.163792208138255, 50.645514082702405 3.164085480984378, 50.64540854403091 3.164297550136268, 50.64515448424066 3.164816649784957, 50.64490744488615 3.165320985125603, 50.644837652309526 3.165286758775141, 50.644765731801996 3.165340111615568, 50.6441122714959 3.164546194505808, 50.64402098634679 3.16438143825015, 50.64404992524774 3.164073401095982)"
ilevia_traceslignes.3,3,L7,Aller Variante 1 Lille vers Faches,003770,FFFFFF,Lille vers Faches,Aller,Variante 1,"000,057,116",Urbaine,"LINESTRING (50.618762224563426 3.050056747471599, 50.618760704198884 3.049818857498029, 50.618712475400564 3.049656707068715, 50.61869031254395 3.049603823495998, 50.6185670594477 3.049445272006604, 50.61839969858306 3.049394265595971, 50.618360182389374 3.049397819979363, 50.61825138915739 3.049427358318055, 50.618077848550925 3.049619395285168, 50.61775136141411 3.049177160949544, 50.61729609104797 3.048456628548794, 50.61691850066952 3.048174343839197, 50.615583970289656 3.048358616595494, 50.61519050907678 3.048365483890766, 50.61516785120494 3.048421106580713, 50.61516401098797 3.04899703726999, 50.615161591013646 3.049253843537046, 50.61509463642929 3.050134867062105, 50.61384748440705 3.051464666787888, 50.613626446253456 3.05170367476682, 50.613539321429435 3.051762155467589, 50.613498985824 3.051840977223167, 50.61345300331361 3.052327892107455, 50.61332231615616 3.054437009008587, 50.61325374538359 3.054875613820523, 50.613171460273776 3.055236668236041, 50.61297704088015 3.055822746048248, 50.61284715858749 3.056183800499879, 50.61282174681448 3.056325552492289, 50.61271687294924 3.057769452154655, 50.612717679708595 3.057876878537269, 50.61259989793136 3.059229561132557, 50.61244339254462 3.059799111780107, 50.612196532408724 3.060484352447371, 50.612170716923586 3.060649623825764, 50.612215894132554 3.060748786606773, 50.61261119268739 3.061053902661597, 50.61287257200654 3.061445468451859, 50.612890319939034 3.061493778527894, 50.61263136115265 3.061918398984682, 50.6123635268718 3.06229979463128, 50.61195047824854 3.062900492767993, 50.61181171891256 3.063101361140118, 50.611014651542966 3.064254447301982, 50.61082425693358 3.06452778084751, 50.610733899945465 3.064804928271588, 50.61064999678103 3.064764246154603, 50.610079612807816 3.065005797034739, 50.60951809650948 3.06523463472669, 50.6090711376575 3.065427875423688, 50.60880893057666 3.065534666346713, 50.608355510530416 3.065570263598664, 50.60791499506006 3.065621116658555, 50.60728245280664 3.065674512500367, 50.60709042937606 3.065715194826626, 50.60702265621138 3.065722822786893, 50.60658374196654 3.065909071227948, 50.6062464852643 3.066181133566657, 50.6055671235035 3.066690296998759, 50.605194357879256 3.066919134547461, 50.60492325375348 3.067089491384415, 50.60466989907762 3.067236964481306, 50.604492388619654 3.067341212703765, 50.60420594990729 3.067605647095034, 50.604198688065054 3.067634887417864, 50.60428219954521 3.0684771356253, 50.603857783547504 3.068661794907613, 50.602891940482465 3.069092136831873, 50.602582898796996 3.069249780516111, 50.60210198393858 3.069492602646342, 50.601987402826516 3.069545998095284, 50.601953512609015 3.069640075663671, 50.60170861481153 3.070628525706696, 50.601603715863206 3.07106458790979, 50.60132815304355 3.071436130846433, 50.60103564316338 3.071839456749533, 50.60077702256593 3.072186844628576, 50.600585779416626 3.071886813691457, 50.600120175754064 3.071144999907124, 50.60012178934907 3.070201681842706, 50.60008789732464 3.068786704773617, 50.59998380143593 3.068335386911257, 50.5999240874729 3.068276906321884, 50.59909292603885 3.068251480589122, 50.59884357474437 3.068237496278568, 50.598685409493065 3.06825656617064, 50.598153211807144 3.068350644116781, 50.59739464824273 3.068552784276783, 50.59672807059918 3.068748567776312, 50.59667158053484 3.068766366273154, 50.59665544052588 3.068842645374052, 50.59704925628256 3.070621219159526, 50.59654972380813 3.070898366893647, 50.59630116624944 3.071541018404034, 50.59596222200608 3.072409011124016, 50.59559987177142 3.073340251939411, 50.59541627454148 3.073813500257808, 50.59504262170473 3.07478065581933, 50.594673808109036 3.075723338502895, 50.59449585653437 3.076181966658335, 50.594109283547645 3.07676200585465, 50.593913574719174 3.077057269641984, 50.59369768866143 3.077000060489083, 50.59365249372063 3.077062355112404, 50.593561700362415 3.077776200319257, 50.59354798046397 3.077890618962646, 50.593520868908435 3.078140571073165, 50.59346963375479 3.078083743138351, 50.59330259332987 3.077808781677468, 50.592853205484516 3.077171048596687, 50.5924294292162 3.076566315854856, 50.59213138898909 3.076137515266702, 50.591580136759774 3.075818371878539, 50.59108659932208 3.075600659020302, 50.59105673667558 3.075472255910358, 50.59105027989064 3.075463992347312, 50.59103857696968 3.075462085378963, 50.590951410300704 3.07546780637666, 50.59019232673457 3.074427550880297, 50.590149549752766 3.07443899277601, 50.59007045266829 3.074716140191388, 50.58966043682697 3.075327962358976, 50.589315391175425 3.075757985982698, 50.58915436899405 3.075919761338553, 50.58895258603269 3.076116815803791, 50.588499781878824 3.076426064285439, 50.588421085525425 3.07647945970712, 50.58827822103215 3.076550653631433, 50.588233020843695 3.07646738232723, 50.58814463824765 3.076436870758732, 50.58808369857242 3.076479618877499, 50.58805665909646 3.076524115033032, 50.588030023196154 3.076622006550315, 50.588039305445484 3.076717991063171, 50.588000562268626 3.076762963971877, 50.5879460796323 3.07685910744781, 50.5877604346862 3.077401006947426, 50.58772048057647 3.077540375229255, 50.587543915285806 3.07813757706126, 50.587377640573244 3.078535023022059, 50.58704710726973 3.079222329644169, 50.58679406003373 3.079666337697725, 50.586582177331046 3.080039151904019, 50.586371504408014 3.080301361430846, 50.58626334246181 3.080427222009054, 50.58612450735873 3.080582322927812, 50.58586015450661 3.080884261187301, 50.58580365142815 3.0809935945905, 50.58579719394248 3.081049532593736, 50.58580526586073 3.081179207038329, 50.585958227816846 3.08157649384253, 50.5862609215252 3.082392044202763, 50.58660881502704 3.083122416213107, 50.586643523519115 3.083197423957327, 50.58706728792127 3.084087981996387, 50.58740912174407 3.084754788104129, 50.58773400278153 3.08523312130983, 50.58796040922871 3.085546183231366, 50.58843743312543 3.086116051228222, 50.58855325808475 3.086545121014192, 50.58823215070294 3.086735063193827, 50.58797719385572 3.086886417898869, 50.5875565399639 3.087080626775904, 50.58695737163087 3.08725747757735, 50.5863701169571 3.087436919106637, 50.58571409578113 3.087658030589544, 50.58553047467748 3.08771991940695, 50.585107053350356 3.086728739836182, 50.58487546657046 3.086229907380638, 50.58470163881658 3.085855138370926, 50.584202212295246 3.08477156490666, 50.58394735544524 3.083849301257056, 50.58405246907058 3.083675338271417, 50.58417166396197 3.083597937082528, 50.58440371350908 3.083662612973705, 50.58452478051249 3.083557320984457, 50.58455710783463 3.083506154976181, 50.58460153603957 3.083339396119279, 50.584594036725406 3.083116376973484, 50.58449705933079 3.082950922469538, 50.58434185578269 3.082894467830894, 50.584247647173115 3.082959240199839, 50.58411180038011 3.083228159688066, 50.5840014274668 3.083318515061146, 50.58379059540145 3.083324101008114, 50.58369111806571 3.083447381720005, 50.583673309152196 3.083638345810656, 50.58340222445668 3.083689298786957, 50.58294950895367 3.083549923685691, 50.58286381610413 3.083523594082936, 50.58271711095864 3.083468790049301, 50.582124302492694 3.083191167191555, 50.58194672166177 3.083110539736093, 50.58175223500978 3.083102888795303, 50.58164333289281 3.083122191490369, 50.58157700909988 3.082950413798309, 50.58141993360817 3.082851242148586, 50.5812485953021 3.082908996546905, 50.58118409375293 3.083063965891831, 50.58116989751668 3.083121655783879, 50.581151789207325 3.08328017548159, 50.58119749816002 3.083511539700454, 50.581284402814596 3.083593964576757, 50.581320931211685 3.083621582304278, 50.581432359644346 3.083674188259552, 50.58158595268993 3.083567122476095, 50.58165229883312 3.083378581093588, 50.58165355053567 3.083180376512647, 50.5817535879381 3.083162509839737, 50.581936071063645 3.083166891795295, 50.582029700256854 3.08321213652134)"
